Day,Price
1,115.46368761261394
2,112.96634291042717
3,112.62191950984997
4,113.17873007187886
5,112.05387408569813
6,109.86676582241773
7,110.95230874597438
8,109.75992598948913
9,109.41074372089754
10,110.95301844841308
11,110.81011728511983
12,108.03251324995674
13,106.69802685173578
14,108.7366065434717
15,107.8668489721945
16,105.54248854376571
17,104.25248985686589
18,103.62651839828428
19,101.62487199481892
20,99.97105384268035
21,104.31834726899176
22,104.88521522046764
23,104.95965346392579
24,105.78975386888467
25,106.73961398985848
26,110.50828585185496
27,112.43212416032391
28,114.33093324653645
29,114.09026112069294
30,115.72389238482221
31,117.0292018828625
32,114.97903180982784
33,116.6963064562887
34,114.63058759158565
35,114.78738512650999
36,115.22026190404019
37,115.89886281462651
38,116.9195511317451
39,115.17372935166452
40,117.34883827922579
41,118.29976372177275
42,118.7966639899908
43,119.84462667088711
44,118.58283020539436
45,118.46253118417933
46,118.39738330514304
47,120.11873462286314
48,120.44106293544198
49,120.13531749378122
50,119.0252296352572
51,122.20267596326323
52,127.7829795453754
53,128.262857358989
54,127.43244030823404
55,132.0831796947494
56,130.39243310909103
57,126.43715766525764
58,132.35758847435753
59,132.10876840342175
60,133.79556154363277
61,136.98700478510082
62,137.15072468085273
63,136.41664616228738
64,139.06610227505783
65,138.87972243803338
66,137.82092517667274
67,141.47119014599178
68,141.47343476654748
69,143.03242017160673
70,144.07798007735522
71,144.05161184927536
72,142.7225930759159
73,143.74455461951447
74,142.61456193780361
75,142.1393143451477
76,140.129539417814
77,139.15716303988367
78,136.88205115112936
79,136.8388332656757
80,136.24908539703233
81,136.74117272489008
82,140.94857821269233
83,143.00902269371457
84,145.7337392979192
85,145.68891151646446
86,148.3425361560419
87,148.22696431805113
88,147.06490259537264
89,150.1422557316448
90,151.48194162731568
91,155.16629158111274
92,157.25894870505797
93,160.12947983887693
94,158.79981648527078
95,158.67173128155903
96,159.185530079207
97,156.7743981931767
98,156.52070747893595
99,157.76039867858515
100,160.7622228082327
101,159.2911945141083
102,162.33283301012904
103,162.39650046293832
104,161.65684910632984
105,160.0610251888565
106,160.46386393742281
