Day,Price
1,194.3873754607726
2,197.4992894757099
3,193.68853239478565
4,193.82914460110678
5,198.80823106978443
6,194.929107396806
7,193.49172953989503
8,195.85242945502844
9,197.00558342785442
10,196.4733681624425
11,197.05112426743366
12,199.6362106144054
13,194.91326827752047
14,193.37172849197296
15,199.1815625773834
16,196.83519647390108
17,196.65628847537147
18,193.50212120876128
19,193.44824915937298
20,193.50768771637956
21,191.5419972409667
22,192.99587465877613
23,195.23996640291108
24,194.08884079252246
25,192.27917920552036
26,194.86995680771778
27,188.56369065862856
28,189.11851168453754
29,183.60112052378562
30,184.6587159624672
31,184.41389402467175
32,188.00968387987524
33,186.0779901127011
34,187.25902944026876
35,187.47399382202457
36,184.8066298479941
37,182.49491111440864
38,183.66759776782882
39,182.11579490589565
40,180.78632168322952
41,181.14498411669547
42,181.09529695740468
43,179.27285889818046
44,180.41329675589378
45,180.82392753526068
46,181.09621430008275
47,181.77864845277122
48,181.19533755349613
49,180.90204680310717
50,183.72776932402954
51,185.44995763945667
52,185.4229404469861
53,190.99731571069316
54,191.90235300334945
55,188.6721630719834
56,189.9941550639951
57,191.44909572398547
58,190.09473110406748
59,189.94144001808118
60,191.11868281343988
61,197.10017075751313
62,197.28814234083447
63,201.82428118988275
64,205.159142933493
65,210.37871858104114
66,207.75034858700766
67,209.5618300368909
68,212.73804331156197
69,213.1055938513029
70,210.3947422246887
71,203.7397514389923
72,203.19091426306247
73,202.60627258875635
74,203.43706820526214
75,205.4642729200307
76,208.18373119452332
77,208.77529770505436
78,211.6761402897567
79,209.8546441878857
80,218.62290600460267
81,221.12622560889656
82,220.15190505039558
83,217.04175349471998
84,218.59065697790084
85,216.71835627064962
86,216.50316433874045
87,218.91667310107027
88,214.53407812128629
89,217.1598601296762
90,219.7315834979755
91,216.14086164784928
92,209.2192549820404
93,211.52678785233164
94,210.42641516849247
95,217.18954221151222
96,221.47052613993404
97,223.43374068753508
98,219.64330613044112
99,215.81126039587403
100,214.78207875562882
101,214.1539156633713
102,211.7979981690418
103,211.2504647921514
104,211.61458447990623
105,211.11401316193047
106,208.56983186990655
107,204.16839824044357
108,205.4491033105617
109,209.98885474696002
110,211.69689380168214
111,205.64349619155152
112,204.72020316790204
113,207.74359558609675
114,211.16145774336042
115,213.5646024430902
116,214.8598217993511
117,217.11759443100712
118,221.27500115058132
119,218.90833518673597
120,221.64086019110087
121,224.6876277211936
122,227.373208552857
123,222.99609921781374
124,222.33873851395862
125,220.71629215669452
126,223.04826274694747
127,225.20974870932383
128,220.51462610597116
129,219.69875422773134
130,218.09716697803947
131,214.9010582828342
132,217.09392454391724
133,220.54187730063757
134,220.23423449378635
135,219.5392853879721
136,224.2713605321143
137,226.71228065267744
138,230.73652491772728
139,236.32673842781685
140,237.77913715087965
141,238.50228385839125
142,237.1464032036682
143,239.37528900050165
144,246.5229066007882
145,245.6872622868299
146,239.9418406754443
147,241.37740714466946
148,240.47520716958925
149,244.14850123609742
150,248.18997422061602
151,251.87534434147227
152,249.8557251964375
153,250.39886946788798
154,250.51269905139216
155,250.28056545853897
156,252.7465168185867
157,246.13909423485265
158,247.21998600106943
159,249.18701181547263
160,247.4803517539191
161,247.88996642352768
162,248.73041400457717
163,245.17921901161512
164,240.12482044050358
165,238.70104976305691
166,236.14409613169542
167,230.86584818986825
168,228.7101425157073
169,230.56024002237942
170,235.33390134056137
171,235.92120957395815
172,238.43559429026857
173,236.44838342121773
174,241.22955838425855
175,242.43500022004528
176,240.81878035363462
177,242.8731224194472
178,246.76262529200255
179,250.97877419575224
180,254.15307291277713
181,252.33830972210234
182,250.53124157083386
183,247.54266066519497
184,243.4234245651245
185,249.41276464536563
186,250.56802412541282
187,244.96831007675303
188,245.10558850621572
189,245.51987358376653
190,246.7602637881077
191,248.31773409924529
192,243.94614237163572
193,240.77112874072836
194,243.87773757522328
195,245.9173219770787
196,245.88553951066848
197,244.74663002157538
198,242.34517399395116
199,240.4463361974189
200,240.1136080141018
201,236.06265544081316
202,229.59145903698294
203,230.0251173022944
204,220.6472797876244
205,217.7992868179055
206,218.77329300591796
207,216.99823475964726
208,218.9373565216901
209,218.49409318532352
210,217.31933237048855
211,222.23663583699002
212,220.9904948350914
213,223.72240734217385
214,222.4863274932204
215,223.67300952065455
216,224.8869827326709
217,223.6616550992644
218,223.10230902654504
219,222.19599545644618
220,224.03187403019712
221,217.46485457510948
222,212.13875058072614
223,209.33860096332518
224,209.43829199343637
225,213.62574489393717
226,214.6507345527443
227,213.3892175819302
228,212.61385873482067
229,211.71318410245254
230,213.05529551307814
231,207.35540299875666
232,206.77999867276833
233,202.99012483315502
234,205.56758907125447
235,205.89286345326545
236,207.14490670841786
237,205.85063694882356
238,206.35509262864335
239,210.06823974774116
240,206.86158580807577
241,202.57075347808544
242,198.65433098850045
243,196.92744874985124
244,202.91812735423957
245,199.97619864716242
246,202.2423636347891
247,196.64536999611667
248,195.04662905170127
249,189.1210389718911
250,188.91947070466205
251,187.31600443082712
252,191.01442257310197
253,187.33424146346587
254,187.8794007279918
255,189.00978172203554
256,185.4236403941765
257,183.80230455060646
258,181.97119666314373
259,180.66589782610745
260,179.0168269142803
261,181.30986496642777
262,179.07281176056648
263,175.74991736567318
264,175.42782204921284
265,175.24831305197287
266,175.97525928506886
