Day,Price
1,175.3312694387362
2,174.46240115590214
3,172.92942861988567
4,174.94386945594314
5,177.59019595299168
6,172.59372489612102
7,173.2865117176995
8,172.2153696831673
9,171.850451426079
10,173.3837501368871
11,175.9203542086838
12,174.2554758380765
13,174.03887014248187
14,175.44823129617592
15,175.4681616244256
16,176.91398930274983
17,178.94450649450036
18,177.09555440999176
19,175.0258865549108
20,175.22990500822817
21,170.7927209213505
22,170.20602323449094
23,169.68530523667758
24,168.56568421498875
25,165.96826201362464
26,166.99029351171674
27,168.73441327122052
28,169.457272562316
29,171.68553366208445
30,174.77187639914453
31,176.39400027793272
32,174.31403037585332
33,174.9689730203367
34,177.91075257611013
35,177.88275717643302
36,179.9556834392593
37,182.1454642767558
38,181.89304070054408
39,181.53056384441135
40,182.22081355450945
41,183.6501927531055
42,183.282757046387
43,183.66091560288072
44,182.89930781142837
45,181.1803868389682
46,184.18834957893745
47,187.53895463029815
48,188.76627552019644
49,185.80958768451754
50,186.16560794685722
51,190.15108659151343
52,187.44138356108107
53,184.12861508119514
54,182.9332185692857
55,182.7906579031408
56,183.1181842549122
57,182.28962701478383
58,184.45011828074377
59,187.49072640589677
60,187.04751208680727
61,186.5679859856619
62,186.51899839583425
63,187.71969032371865
64,187.7503151252009
65,184.5456942630105
66,188.78331292261254
67,189.13887264345323
68,188.20388974147102
69,188.95169531225608
70,186.3293512381867
71,189.5986079322144
72,186.0329815735575
73,188.10020096843206
74,187.11969598005976
75,190.98831235356593
76,190.1447549711975
77,190.33709830011395
78,190.4585900146401
79,194.5032555271287
80,194.39525110741928
81,197.25027383422108
82,196.99946801726986
83,198.04486694924705
84,197.7716768804507
85,198.08809259709537
86,198.7420708490032
87,199.16747964029702
88,199.96968736033196
89,200.83878828924384
90,200.28105214170319
91,205.00533141754522
92,205.93812785748952
93,205.07985034586062
94,203.81134971885976
95,203.72361110914588
96,206.82454360333435
97,206.77120132591446
98,208.21264254160224
99,208.65625393333065
100,208.4262980380417
101,208.92197504614552
102,210.5869658051698
103,209.97222094586618
104,207.68768234978216
105,208.86380510501277
106,209.63987495408486
107,208.30034703323082
108,208.0764250077693
109,212.1711605914151
110,212.99002954276685
111,214.18467862776694
112,214.0491258104166
113,215.88623713460035
114,216.06425960112094
115,216.3524575403006
116,218.39214548316264
117,220.33119418013996
118,226.3065478465213
119,229.37714371476795
120,228.51620828969197
121,228.54806559331803
122,226.39147884864664
123,223.99041778158633
124,225.1646771553313
125,222.97962430253352
126,223.69189917509976
127,222.3039959011655
128,222.61613087990125
129,224.169487255292
130,222.5217805658678
131,226.890117317748
132,225.04882083388904
133,225.6563797569418
134,223.91172965397246
135,221.50636951792646
136,222.32117621717194
137,225.11242429568426
138,223.6795394291023
139,224.52439016960665
140,224.434596606721
141,225.6452587859677
142,227.53235823437103
143,228.4863775416757
144,230.99589988619786
145,231.93703419114098
146,234.22800386364432
147,232.18024383411716
148,233.1369103349771
149,231.96030898357796
150,232.5928205445996
151,233.75892599319306
152,233.90731012606588
153,232.85767862468603
154,232.6984200774799
155,230.0416629408234
156,227.52306866589254
157,228.6207699511303
158,225.66517023759525
159,227.67037980318176
160,229.60644089999903
161,228.6483582597386
162,226.00521837907377
163,225.3866008295808
164,227.27434497769897
165,227.6628065329334
166,227.16956577409965
167,225.28161105129016
168,227.4385593051853
169,226.829481462971
170,227.04954121195848
171,225.9041129912067
172,229.7999450390572
173,229.62841358378927
174,226.59245847344164
175,222.0237841694797
176,221.8444882437194
177,218.65647837625917
178,216.92630968099942
179,215.751196947081
180,220.3593499596732
181,222.4420694170356
182,219.90121192863998
183,216.33796193057384
184,215.49397855344307
185,214.85967128104545
186,214.74312184981767
187,216.35366418497316
188,213.89592654891234
189,212.34995710804037
190,209.23950811721707
191,208.57375392107338
192,211.0444236633298
193,210.03074966949168
194,212.79343090638062
195,210.02393043449683
196,210.33993631249874
197,210.05931480130502
198,206.61871349974996
199,205.7175032754382
200,205.6163900998973
201,206.91455505470697
202,203.9800347413473
203,201.10460427862694
204,202.04710987149085
205,203.31523763143457
206,201.38577177753842
207,198.37129313568013
208,194.99032419964306
209,195.966432785747
210,194.54895292194752
211,193.38026578155777
212,189.61303789197657
213,187.96241194090362
214,189.13002672497646
215,187.3868287769448
216,187.963268488667
217,185.3482686421668
218,184.70479867050628
219,188.1578281914866
220,185.8725634034434
221,184.7290186165945
222,183.69676086634112
223,184.4853807775209
224,184.07520832277498
225,185.22208289286468
226,185.0327278487272
227,186.79398650086034
228,190.84608209362253
229,190.87572653054036
230,192.64230697959167
231,187.4755964214754
232,185.6798862579807
233,186.634660254234
234,185.80728438276682
235,184.56985555140773
236,185.429753631193
237,187.5418778776956
238,186.95409845044773
239,185.33323254287816
240,183.8369214971145
241,183.1793765477174
242,183.69560784776894
243,182.11820541138155
244,183.63197078792246
245,180.0595742862883
246,180.3147821448625
247,180.4301030266266
248,180.01216866046522
249,179.27882029188845
250,177.1598309062818
251,179.20780838362643
252,180.11213815777327
253,178.85365615061164
254,180.06832626788994
255,178.3962558191045
256,177.4846255565158
257,179.22589256678867
258,177.44886820287397
259,178.4087557577067
260,178.00145866234257
261,177.4191730346888
262,175.90942716071658
263,177.98061274846785
264,180.55094219775913
265,181.77926836453136
266,181.0562474544655
267,179.56715900728523
268,176.17502982108604
269,176.45404196928286
270,174.9826716335208
271,171.9122566040279
272,172.22436561099448
273,171.9400975977196
274,171.1776434341388
275,173.48857264387613
276,171.59825946334144
277,170.59164544516344
278,165.92243229125617
279,164.7551328606079
280,160.46851927605462
281,160.69225375956444
282,162.0350253623978
283,161.5715277044733
284,162.27549775421156
285,162.74203038739188
286,161.6232241760361
287,159.95286835634442
288,157.86071211150553
289,155.63225413373348
290,151.6881572317547
291,151.34779053376147
292,152.02872002574256
293,152.17600955033797
294,151.82573064068376
295,153.45442654347778
296,156.70395021347863
297,157.82316603306919
298,158.60015356328694
299,156.5178061173398
300,156.83731845407164
301,156.87741609997434
302,158.17585834540765
303,157.89923762199487
304,159.83744200809247
305,162.32066255018142
306,161.12656068904514
307,161.54529580545903
308,161.45697386688516
309,160.97577248449537
310,158.88031724651728
311,158.72375484817223
312,158.72811748389108
313,153.95117465162843
314,153.41218512241232
315,151.83902737745967
316,153.1893158583416
317,153.62059003947326
318,155.50277376531534
319,155.94184124759505
320,154.7558857668512
321,156.41977608308002
322,155.10059903150227
323,153.24961698968687
324,154.8494681346371
325,153.43222484265033
326,154.19771314341787
327,156.05418832364654
328,155.77552767880547
329,154.6686808528232
330,154.15014738476904
331,152.1046219980483
332,151.78817203337007
333,154.02726073679185
334,153.92134649378156
335,152.80482373861713
336,153.56322903513075
337,153.5533916000935
338,154.79527331904438
339,152.1332877220703
340,153.7050048013739
341,151.77604108605325
342,151.9036894580124
343,151.537666416913
344,151.96468169692923
345,153.94947050609326
346,154.31671294346958
347,153.59709924073977
348,153.35792988258652
349,153.83239930053742
350,152.15868663603314
351,153.34295408111575
352,155.75506632965417
353,156.75224782621433
354,159.79727661307405
355,158.7895511618579
356,161.58468304683936
357,160.6460206459889
358,157.64364850146
359,156.47239303272005
360,156.17561344894375
361,156.33545974218777
362,154.41127274840315
363,153.96733612195746
364,152.76316533048683
365,151.64230741889457
366,149.75777024596198
367,151.3605213180335
368,149.6706513449587
369,149.6282080355559
370,148.5396630384362
371,146.40568015804473
372,148.2216413631931
373,148.9574130373686
374,148.4963469349662
375,147.8919296924885
376,149.346613120399
377,149.94897375643353
378,151.68776677169527
379,152.2259218644077
