Day,Price
1,94.12926014964219
2,94.53580059273219
3,93.99458555548651
4,93.99243024266936
5,94.15150252325292
6,93.88199035225333
7,94.25425613709268
8,94.20840547796881
9,94.08493025399794
10,94.81149434802987
11,93.91936407677838
12,93.43820101798961
13,93.03708686480113
14,92.62145172126067
15,92.27100780496048
16,92.57016224972901
17,93.19689164674212
18,93.73014006066795
19,93.21885657949025
20,93.1998874601067
21,93.48250769116135
22,93.65114541608642
23,94.39914939132724
24,94.070987653803
25,94.19516585054843
26,94.02072252865126
27,94.19635243837597
28,93.65043855634644
29,93.18833510517969
30,92.83501855173924
31,92.57195593194182
32,93.44189972964952
33,94.11737774111977
34,94.04107321086572
35,94.17424470215616
36,93.35019131448196
37,93.29247410842464
38,93.41740191462509
39,94.0765602430349
40,94.29351298621758
41,94.56887023510018
42,94.77106641975035
43,94.95792529776602
44,94.23450180240543
45,94.04721005722615
46,94.8690842147816
47,95.36115500571486
48,95.67350890391869
49,95.75025525078762
50,96.15555524279613
51,95.67227913838741
52,94.84298937140788
53,94.67343749626058
54,95.0075000778081
55,95.10628535743594
56,95.70454785086717
57,95.93890536716664
58,96.00374005927421
59,96.78268015758721
60,97.45809546877031
61,97.44351061861218
62,96.86526934460727
63,96.39931056755829
64,96.34963223534459
65,96.1858692936475
66,97.15136439975633
67,96.2536243091312
68,96.25802071307332
69,95.70715944051668
70,95.81163509398161
71,96.06334361806385
72,95.87898238874934
73,96.21316500405379
74,96.14294478326939
75,96.08344356845119
76,95.89185084703254
77,96.29295941751626
78,96.41015230536465
79,97.33039067446397
80,98.08754920116773
81,98.44266770006453
82,97.26346684068133
83,96.47369134095527
84,97.06502644148868
85,96.83918303026063
86,97.01098635524777
87,96.69878606216541
88,97.02877027058331
89,97.60758049815642
90,96.9686797411988
91,96.55449335564523
92,95.67133015255979
93,95.84026674085833
94,94.96278549544473
95,94.80177912654108
96,95.12623692607872
97,96.30342566605196
98,96.54870750448585
99,97.29015693813382
100,97.47644343563829
101,97.69133129736947
102,97.61310237905
103,97.43793250658534
104,98.14171717478915
105,98.39523496721077
106,98.62755176836592
107,98.32280729046151
108,98.168028278814
109,99.38825157585944
110,99.390929595279
111,100.19659033419504
112,99.93771595393517
113,100.44311381794766
114,100.65323955606621
115,100.46075622167832
116,100.87965908005097
117,100.02637500824457
118,100.40059628443225
119,100.89980561684528
120,101.10112527873224
121,101.91167884193223
122,101.91407262334681
123,101.8687932107164
124,102.12036151937203
125,102.67601070888566
126,103.05730018006344
127,102.96544653811974
128,102.41817401436333
129,102.85409631984287
130,102.42896338744974
131,101.98868439432535
132,101.64628092558037
133,101.72252883246051
134,101.29813980435732
135,100.67805148971583
136,100.33761579454823
137,100.27323976974289
138,100.57848185649709
139,100.65948338886585
140,100.07520816313118
141,100.24917463110073
142,100.47801321503188
143,100.25619552717595
144,99.83795313409148
145,99.42123506363227
146,99.15774541817314
