Day,Price
1,159.83520736474335
2,159.84818470630162
3,159.4789173693321
4,161.27034756228275
5,160.32194915552907
6,160.42878734602655
7,160.9719203030131
8,162.35996511794528
9,162.37163901259856
10,163.2289107718055
11,164.15312809294883
12,161.59150354397988
13,161.40660683660417
14,162.17040992234348
15,162.6447739422258
16,163.19258340774297
17,163.145123906888
18,163.75020338688236
19,164.04680396629223
20,164.99361160920063
21,164.9596700140729
22,164.49201766533102
23,165.66108155894565
24,166.6499717972117
25,167.79966404102646
26,170.7349660113324
27,170.36250504388912
28,168.7336277673506
29,170.61097836650865
30,171.70481797676146
31,172.0456610721598
32,171.36277064166234
33,171.9160795322527
34,172.03035208858935
35,173.74859106581792
36,172.523109358351
37,175.73584942257574
38,174.39478280562062
39,173.62678504586097
40,174.39095017377028
41,173.44615905087682
42,171.6351452593416
43,172.3221957965085
44,172.55365632151523
45,172.5190029193108
46,171.59436932566874
47,170.31785133818252
48,169.89820641223585
49,170.407291381318
50,170.67037914747803
51,171.41478451728
52,171.8832086436316
53,170.9822761624288
54,170.98284253127932
55,169.55067697251107
56,169.99356911028278
57,170.25392433498274
58,171.0614689130757
59,170.34379456009123
60,171.34011946388932
61,170.0346568524432
62,171.1749272550392
63,171.15352597082324
64,171.17767765732103
65,170.99619522374564
66,172.86908179802097
67,174.30730468096786
68,176.50786968159727
69,177.0929845799497
70,178.60279457932964
71,178.57584221829205
72,179.3191148155093
73,180.34653766799755
74,179.97552930350886
75,181.62943364480276
76,181.0757796972493
77,182.15212407027528
78,180.53965084491895
79,180.83525297346452
80,180.8139358885338
81,181.587041613678
82,181.91550037880288
83,182.21413930254556
84,180.9213889431694
85,180.7843357687818
86,180.88205765804798
87,179.08618117842963
88,179.14857971028226
89,180.0290131659127
90,180.37589169132028
91,179.67574317405482
92,180.86175121819113
93,184.6582199046638
94,185.82688671057394
95,186.60502724005988
96,185.34317665270916
97,186.16515885004242
98,185.13661894311358
99,185.95994866956678
100,185.83228284623056
101,186.07502719868882
102,185.17901127782443
103,185.46582208614035
104,185.1187477117513
105,187.29058775243493
106,186.8387000032539
107,189.42311798552922
108,189.34343317918777
109,191.2352604544706
110,190.43691894815743
111,192.4500942765741
112,194.33376502194594
113,195.52971964025835
114,195.8017513957039
115,195.2737155327742
116,194.84484344653077
117,193.70559886346683
118,191.1753698506724
119,191.07733502939632
120,192.3512352443101
121,191.4833905344877
122,191.25131430944938
123,191.21702399345386
124,193.02043050548747
125,192.30121105325154
126,189.31420736662426
127,188.26561317252782
128,187.23962926737772
129,188.2301038638721
130,186.47561566926169
131,187.27034616425405
132,189.17895957116326
133,189.7306262189535
134,189.76093997340269
135,190.17450231494752
136,190.58024533871395
137,192.09962447686547
138,191.9491359357699
139,191.14313833885834
140,191.92140525081254
141,192.5357545563836
142,192.3090610490855
143,190.42002637943375
144,190.2419392009778
145,191.9493819853476
146,191.95956210099885
147,192.3995133626935
148,191.9109452126534
149,192.67621335335232
150,192.75329919952242
151,192.20186353890753
152,194.51801412173694
153,195.19060579456146
154,195.73241582420857
155,197.45021291249256
156,198.00602639958302
157,198.48971470815925
158,197.83558060227452
159,195.25047885376168
160,196.60818186787841
161,197.32749340478807
162,196.98840649434186
163,198.30539279864587
164,198.2945500500124
165,199.14924418451233
166,199.64494740858365
167,200.50814123329445
168,200.4637164124357
169,200.2710012564476
170,199.67939763202642
171,199.00690109503796
172,199.72462188996528
173,199.6439968820702
174,200.28885098869222
175,198.84714268500107
176,199.44810944116225
177,199.81497066898714
178,200.10421889115864
179,201.46015981286249
180,201.4085150631688
181,201.1913664562341
182,201.37906143644022
183,202.30533678537697
184,201.70360179316515
185,201.33461426987208
186,202.29812971699948
187,203.11452700499723
188,203.29852246492501
189,201.2387255775573
190,200.84814940937085
191,200.956670312408
192,200.7624096087048
193,199.31165447895282
194,198.46455443508626
195,197.26810472800048
196,198.73248063110182
197,199.8511787171131
198,200.60249373301878
199,201.1845014822043
200,200.67292910071555
201,198.17424947018606
202,198.5459017793382
203,199.09094836822337
204,198.4274799170977
205,195.823805436333
206,194.61615322492364
207,193.01532696337557
208,193.62080474803068
209,196.52635876009936
210,194.4198436663767
211,193.6993278514184
212,193.12035041970609
213,193.35579523667877
214,194.32099723219315
215,194.7687457831386
216,194.20394376987534
217,194.09361186483832
218,194.15417294117285
219,193.5926712930366
220,192.5807352733432
221,191.84991631892018
222,191.40436331296507
223,191.28875793963718
224,191.66371918805115
225,193.73890681339685
226,195.6693603349806
227,195.15606699511304
228,194.3849921406189
229,193.96440006837807
