Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2010-01-04,41.32490158081055,41.52296309192271,41.15239717992582,41.34406819485103,9506200
2010-01-05,40.84571075439453,41.28656231089334,40.77542993018401,41.261005204405905,10673100
2010-01-06,41.17794418334961,41.23544889268458,40.78182121145873,40.826544930043816,13171500
2010-01-07,40.8840446472168,41.11405128388388,40.72431639446316,41.050160957686316,10901600
2010-01-08,41.02460479736328,41.05655239845775,40.65403650981332,40.83931943495842,7898000
2010-01-11,41.03098678588867,41.36960983940018,40.89681566324365,41.36960983940018,7975700
2010-01-12,41.24821853637695,41.35044694825566,40.903204958064784,40.97348577260165,10820700
2010-01-13,41.510169982910156,41.67628869413172,41.23543725357072,41.23543725357072,13023800
2010-01-14,41.59324645996094,41.7018605291532,41.3696278250002,41.657136802161055,7899000
2010-01-15,41.24821853637695,41.65712243485383,40.877650292354595,41.6187892176588,20995000
2010-01-19,41.752960205078125,42.00852635935441,40.96070951388869,40.97987612241859,15181800
2010-01-20,41.625186920166016,42.13631444451337,41.19072584348487,41.829638904808924,13033000
2010-01-21,40.87126922607422,41.82963881602617,40.762652738504514,41.57407261713502,14473900
2010-01-22,40.379302978515625,41.01182793486802,40.30902215700316,40.83293063358366,14017200
2010-01-25,40.39207077026367,40.69874864285686,40.28345431942869,40.67957960020417,10001700
2010-01-26,40.11735534667969,40.25791457559192,39.75317506365141,40.021517403878505,15630300
2010-01-27,40.53262710571289,40.71152434683324,40.05983299914797,40.11094475571171,14982400
2010-01-28,40.762657165527344,40.93516400292497,40.27708425961047,40.615707438246446,17096000
2010-01-29,40.16205978393555,41.06292431481626,40.13650268649325,40.85847484705479,17844400
2010-02-01,40.30902099609375,40.417635035477815,40.104569032451074,40.417635035477815,10153400
2010-02-02,40.8840446472168,41.01821335732781,40.01512256227543,40.37930278357295,13609300
2010-02-03,40.65403747558594,40.80737524053902,40.436806944185875,40.80737524053902,9255900
2010-02-04,40.021507263183594,40.64764166898963,40.00872871156394,40.56458473935113,18397000
2010-02-05,40.021507263183594,40.634863117369974,39.54232254511433,40.05345242360298,16775200
2010-02-08,39.849002838134766,40.23874015526556,39.77872201868369,39.932062209964194,10081200
2010-02-09,40.098175048828125,40.55180508862248,39.91289214851378,39.964003916347565,11356400
2010-02-10,40.07900619506836,40.296236680025075,39.74677119235461,40.11734184674048,10115800
2010-02-11,40.19401168823242,40.385685076725814,39.77871731544725,40.00872635654308,8353600
2010-02-12,40.072628021240234,40.251522898644374,39.682890663529875,40.0023471944715,12335800
2010-02-16,40.6412467956543,40.70513710577769,40.13650505899859,40.41123777959554,10212400
2010-02-17,40.877655029296875,41.120442661124294,40.64125789258215,40.65403644554778,9485500
2010-02-18,41.22905731201172,41.33767135792786,40.85848901959567,40.87765563069622,8260600
2010-02-19,41.08097457885742,41.49944408010625,40.95865072213677,41.29986718698573,14222300
2010-02-22,40.87497329711914,41.26769029309544,40.81059164997725,41.08098965615576,9839700
2010-02-23,40.75908279418945,41.10673381399564,40.707577484050255,40.920033204511924,12481400
2010-02-24,40.84920120239258,41.10672030070753,40.720440425281325,40.91358036299442,8519300
2010-02-25,40.7397575378418,40.784823445709584,40.250469485602466,40.42429618276727,10528900
2010-02-26,40.55949783325195,40.93934084770444,40.55949783325195,40.85564595817206,9357800
2010-03-01,40.81058120727539,40.85564712078879,40.66894407571437,40.733325706382146,9219400
2010-03-02,40.842769622802734,40.971530424535814,40.572374149480474,40.759077189198045,9014000
2010-03-03,40.8170280456543,41.04235765433428,40.70114354521643,40.939349482379356,9360400
2010-03-04,40.92645263671875,41.01014750194579,40.797691872348075,40.90069999266316,8067200
2010-03-05,41.22906494140625,41.24837820814754,40.91360100114876,40.984419587078534,10633600
2010-03-08,41.33205795288086,41.4672606021123,41.21617347626539,41.25480490968126,33380500
2010-03-09,41.377113342285156,41.55738185814232,41.261228895141535,41.55738185814232,8827100
2010-03-10,41.39000701904297,41.563831296418854,41.299875184578944,41.518765379186846,8436600
2010-03-11,41.344932556152344,41.344932556152344,40.94577386330263,41.29986664823508,9957800
2010-03-12,41.319183349609375,41.37068865203903,41.10672766094906,41.37068865203903,8223000
2010-03-15,41.57026672363281,41.57026672363281,41.24836594215453,41.29343185508885,7444700
2010-03-16,41.544517517089844,41.666841395977386,41.35137997927516,41.65396261303315,8882000
2010-03-17,41.62176513671875,41.679704910120755,41.51232006797144,41.66683104219208,8060700
2010-03-18,41.88572692871094,41.94367162188145,41.44150720287831,41.57670493785485,11742100
