Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.254051208496094,23.366752298143066,22.98356744688568,23.006108238043918,38409100
2010-01-05,23.26156997680664,23.36675893233779,23.021140535145463,23.178923251905932,49749600
2010-01-06,23.118818283081055,23.351734149650884,22.930982583218007,23.201465016531383,58182400
2010-01-07,22.878381729125977,23.066217370800008,22.683032489816316,23.013622187350617,50559700
2010-01-08,23.036157608032227,23.20145241825124,22.720593746289104,22.750648129822682,51197400
2010-01-11,22.743141174316406,23.111298881663412,22.630440069303617,23.073730891277616,68754700
2010-01-12,22.592866897583008,22.84080984497807,22.47265222206249,22.652974235343265,65912100
2010-01-13,22.80324363708496,22.930971910868468,22.54778708951795,22.735622701960047,51863500
2010-01-14,23.26156997680664,23.36675893233779,22.73563093144094,22.77319749429831,63228100
2010-01-15,23.186433792114258,23.47194335815161,23.073731252265937,23.3517286531809,79913200
2010-01-19,23.36675262451172,23.47194011857512,23.051188709249384,23.103782456281085,46575700
2010-01-20,22.983564376831055,23.246534506262204,22.773187986671754,23.148859190695703,54849500
2010-01-21,22.547792434692383,23.081245012613525,22.54027883644489,22.99859829803575,73086700
2010-01-22,21.758882522583008,22.69054867253227,21.66872220682816,22.540279568844355,102004600
2010-01-25,22.029361724853516,22.284818287807923,21.864066891853874,21.969254382574366,63373000
2010-01-26,22.16460418701172,22.427574353811025,21.856553870583763,21.93920200579638,66639900
2010-01-27,22.292329788208008,22.405030865248246,21.80395749898568,22.051900441702983,63949500
2010-01-28,21.909149169921875,22.44260313844052,21.706286332608915,22.420062345492784,117513700
2010-01-29,21.172840118408203,22.48017640517131,20.782141522435968,22.465149205386382,193888500
2010-02-01,21.34564208984375,21.398235839936717,20.977484406120762,21.3306148946537,85931100
2010-02-02,21.383214950561523,21.413269349804533,21.142785488907972,21.315595418410016,54413700
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900
2010-02-04,20.917377471923828,21.413263458420417,20.89483667869317,21.32310171857002,77850000
2010-02-05,21.052614212036133,21.24796340633544,20.71450956169658,21.03758702022729,80960100
2010-02-08,20.82721710205078,21.097700906321677,20.714515994628684,21.04510715172952,52820600
2010-02-09,21.045108795166016,21.293051824085715,20.84975952494558,21.015054399867896,59195800
2010-02-10,21.030073165893555,21.217908761980212,20.91737209485593,21.060127549141917,48591300
2010-02-11,21.12775230407715,21.338127292621767,20.812188388188094,20.98499682394178,65993700
2010-02-12,20.98499870300293,21.082672608848647,20.72202851070287,20.894836961930356,81117200
2010-02-16,21.400165557861328,21.41526302176314,21.151063162575042,21.234096334488203,51935600
2010-02-17,21.581336975097656,21.6266279399776,21.407720409913026,21.536046010217714,45882900
2010-02-18,21.868181228637695,21.91347363237242,21.520948105314204,21.581336537186715,42856500
2010-02-19,21.717206954956055,21.830435064339255,21.65681853396678,21.732304420146757,44451800
2010-02-22,21.6870174407959,21.84553798534089,21.62662900472492,21.770052080308698,36707100
2010-02-23,21.38507080078125,21.762498807459192,21.20390553034867,21.64927069341053,52266200
2010-02-24,21.61153221130371,21.732310526994876,21.422818162711287,21.528499008969316,43165900
2010-02-25,21.588876724243164,21.62661893930641,21.151060406552716,21.33977436141538,48735300
2010-02-26,21.641721725463867,21.777596036756034,21.52094487982051,21.626624259815056,40370600
2010-03-01,21.905916213989258,21.9285609671055,21.536037035434084,21.717202259230096,43805400
2010-03-02,21.483203887939453,22.117283126325358,21.317136064466478,21.951215302852383,93123900
2010-03-03,21.483203887939453,21.59643345461631,21.40017069608984,21.520947556756322,48442100
2010-03-04,21.61153221130371,21.626629680736848,21.339784960376896,21.483206600669906,42890600
2010-03-05,21.581336975097656,21.64927414230448,21.45301137479297,21.63417667408656,56001800
2010-03-08,21.61153221130371,21.837989933478976,21.51340153953618,21.528499008969316,39414500
2010-03-09,21.739852905273438,21.97385930924261,21.551138899360392,21.558687632369747,50271600
2010-03-10,21.868181228637695,21.97386206424493,21.739855630936887,21.785148034671607,44891400
2010-03-11,22.02669906616211,22.034247799193956,21.777596635205644,21.807790127559418,35349700
2010-03-12,22.09463882446289,22.177672018039914,21.921022263614645,22.132381054291194,31700200
2010-03-15,22.1097354888916,22.17012391828679,21.898375266121572,22.026700858558065,37512000
2010-03-16,22.170116424560547,22.26069831814886,22.0417908754994,22.207858640260138,36723500
2010-03-17,22.366382598876953,22.54754930549194,22.19276606479227,22.268251952586258,50385700
2010-03-18,22.351282119750977,22.4343152839842,22.268247515744484,22.366378142483118,43845200
2010-03-19,22.3361873626709,22.57019230075507,22.155022109982497,22.464512929963533,81332100
2010-03-22,22.34374237060547,22.41922827370433,22.18522183012048,22.26825646750661,37718200
2010-03-23,22.555095672607422,22.570193137501192,22.200313886244803,22.33618819074174,42026600
2010-03-24,22.38147735595703,22.53244911327557,22.343735136514088,22.434317039086505,33987700
2010-03-25,22.653236389160156,23.075955488895026,22.494715826900798,22.51736203287329,73168700
2010-03-26,22.3890323638916,22.796655359052462,22.336192665950108,22.713620725273667,55595500
2010-03-29,22.3361873626709,22.509803883192273,22.30599243400278,22.42676926912838,33336000
2010-03-30,22.47206687927246,22.540004044774665,22.268255382765847,22.366386044172486,34954800
2010-03-31,22.1097354888916,22.43432239703217,22.01915212491195,22.37393396763698,63760000
2010-04-01,22.0115966796875,22.298442711682434,21.603975265501656,22.155019695684967,74768100
2010-04-05,22.09463882446289,22.215415687641997,21.91347352969423,21.988957989350837,34331200
2010-04-06,22.13237762451172,22.32864035670704,21.875726470085027,22.004052047298373,47366800
2010-04-07,22.155019760131836,22.313538799505977,21.996499280984402,22.011596743717167,58318800
2010-04-08,22.585296630859375,22.63058759785625,22.117285172645417,22.132382641569002,63713800
2010-04-09,22.902334213256836,22.95517390994858,22.570197125771045,22.60794079467497,54752500
2010-04-12,22.887237548828125,23.015563148057026,22.804202914099484,22.83439785028219,37068800
2010-04-13,22.985366821289062,23.023109047096163,22.74381168089329,22.758909147125582,41374600
2010-04-14,23.26466178894043,23.400536099884174,23.143884943606785,23.24201703029885,68941200
2010-04-15,23.302410125732422,23.362798560508768,23.181631816405876,23.264666454138546,52745400
2010-04-16,23.15143394470215,23.385438905276157,23.098594254228043,23.242017299638892,88703100
2010-04-19,23.43073272705078,23.589251808109918,23.219372512531596,23.22692124588303,64970300
2010-04-20,23.672285079956055,23.732673503536613,23.498667102360063,23.56660425885989,52199500
2010-04-21,23.649641036987305,23.777966628765242,23.574155140687274,23.649641036987305,55343100
2010-04-22,23.694923400878906,23.800604193260927,23.325044226974814,23.43072501935684,84847600
2010-04-23,23.37034034729004,23.838351686339365,23.136335397652132,23.49111862815238,126766600
2010-04-26,23.483572006225586,23.61189759138756,23.294857995091725,23.400537380599122,63649300
2010-04-27,23.287309646606445,23.589251781454326,23.21182375295106,23.362795540261832,68730900
2010-04-28,23.33260154724121,23.4005387102917,23.113694030569206,23.340150280888345,64557900
2010-04-29,23.400535583496094,23.725123888082546,23.151433165520785,23.347695894800353,52665200
2010-04-30,23.05330467224121,23.460926194345443,23.03820720555529,23.453377461002482,63214800
