Price,Close,High,Low,Open,Volume
Ticker,TSM,TSM,TSM,TSM,TSM
Date,,,,,
2010-01-04,7.3253936767578125,7.394978374061606,7.25580897945402,7.268460468379727,8096400
2010-01-05,7.293766975402832,7.376003797906505,7.249485841472086,7.338048712618781,14375900
2010-01-06,7.268460750579834,7.344371496936218,7.198876050574396,7.312742471751464,13608400
2010-01-07,7.028077125549316,7.236831849842906,7.002773540886003,7.217854312166683,27346600
2010-01-08,7.021752834320068,7.09766360076916,6.977471101427573,7.047056423136432,16895300
2010-01-11,6.983797550201416,7.1103155015431625,6.882583189128018,7.053382272618082,22214500
2010-01-12,6.768714904785156,6.914210962030906,6.711781691223124,6.88258133190922,20863400
2010-01-13,6.945840358734131,6.9648184997887395,6.775041312237988,6.775041312237988,13482300
2010-01-14,6.876256942749023,6.964819807780812,6.869930894542789,6.964819807780812,8692400
2010-01-15,6.705456256866455,6.920536414756835,6.680152673391997,6.920536414756835,15426400
2010-01-19,6.933188438415527,6.952165975009275,6.711781632776756,6.756063355875517,14898100
2010-01-20,6.83197546005249,6.901560176882205,6.7750422356985744,6.89523412900174,13604800
2010-01-21,6.699131488800049,6.914212291026644,6.68015394839333,6.869930559030789,13943800
2010-01-22,6.382835388183594,6.67382691223201,6.382835388183594,6.648523327674975,21017600
2010-01-25,6.420790195465088,6.572612299757463,6.3828351218557575,6.3828351218557575,20606500
2010-01-26,6.325901985168457,6.439768413952698,6.29427235458561,6.427116320405548,21913300
2010-01-27,6.319576263427734,6.414465160056668,6.287946631218089,6.344879848538438,22963800
2010-01-28,6.357531547546387,6.452419834991923,6.2563172133951435,6.439768344865526,40246500
2010-01-29,6.427120208740234,6.559964254929311,6.389165111706435,6.47772740697556,30073000
2010-02-01,6.3765082359313965,6.509352182650174,6.2752939152475555,6.4144639078303065,23074400
2010-02-02,6.300598621368408,6.376509375446938,6.26264294268662,6.376509375446938,18259200
2010-02-03,6.363857746124268,6.41446491440762,6.275294899985886,6.313249974555884,14829600
2010-02-04,6.123473167419434,6.357531462847159,6.072866001018035,6.3385539262678865,18370700
2010-02-05,6.047563552856445,6.142451856846962,5.946348597772071,6.072867140806259,33731000
2010-02-08,6.079195022583008,6.161431867211336,5.965329132800632,6.136128269116878,25173000
2010-02-09,6.0728654861450195,6.212034880307227,6.041235859004533,6.136124137141034,29316300
2010-02-10,6.136125564575195,6.15510310396021,6.015933677423307,6.072866898863449,17525600
2010-02-11,6.2563157081604,6.26896719524292,6.072864620827329,6.16142684025958,13726100
2010-02-12,6.142450332641602,6.23101317013227,6.104494658492752,6.193057495983419,13563900
2010-02-16,6.268967628479004,6.27529367409988,6.148775778106922,6.167753311684637,9532800
2010-02-17,6.3385539054870605,6.363857488604802,6.262642552848824,6.294272182567255,13959400
2010-02-18,6.363857746124268,6.389161330265943,6.268968853129209,6.363857746124268,5162700
2010-02-19,6.3385539054870605,6.3828350251218575,6.2752946460502,6.357531442004115,8055100
2010-02-22,6.325901985168457,6.382835199560577,6.313249891621308,6.344879522204155,8422700
2010-02-23,6.231014251708984,6.344880087350369,6.1867325236347614,6.344880087350369,18118100
2010-02-24,6.212035179138184,6.300598018734885,6.167754060982327,6.231013318306398,13237600
2010-02-25,6.1677565574646,6.1930601499792,6.047564643841562,6.1677565574646,18311800
2010-02-26,6.1677565574646,6.186734101029241,6.09817182887076,6.155104459564684,9389800
2010-03-01,6.2942728996276855,6.325902532949447,6.256317822269632,6.268969313627291,13623900
2010-03-02,6.2942728996276855,6.389161799592973,6.262643266305923,6.338554627592184,12070900
2010-03-03,6.237339973449707,6.370183957016486,6.205710941926513,6.363858512682911,13229000
2010-03-04,6.243664264678955,6.268967844750488,6.167753524464355,6.18040561614259,21949000
2010-03-05,6.408140182495117,6.420791675519513,6.3005997770045505,6.319577318183722,17723700
2010-03-08,6.47139835357666,6.484050448907479,6.420791178823606,6.446094766200133,16149800
2010-03-09,6.484050273895264,6.5409834947770324,6.427117053013495,6.446094592212386,14016900
2010-03-10,6.540982723236084,6.642197058071571,6.458745925360995,6.477723462321394,12284500
2010-03-11,6.6421966552734375,6.6421966552734375,6.515678744401417,6.55363381602053,18740500
2010-03-12,6.534658432006836,6.635872794033301,6.484051250993603,6.610569203526684,12629000
2010-03-15,6.41446590423584,6.484050620541937,6.370184172690936,6.477724572709076,11265700
2010-03-16,6.509353160858154,6.534656744831668,6.395486731334825,6.414464871778732,9673400
2010-03-17,6.591591835021973,6.623221474809335,6.540984652676273,6.553636146620097,12314400
2010-03-18,6.540982723236084,6.629544964574624,6.465071972109469,6.6168934743626995,13981900
2010-03-19,6.382835388183594,6.540982942486319,6.376509341223074,6.382835388183594,12898200
2010-03-22,6.439769744873047,6.477724826788697,6.351206881594612,6.382836518714421,9479200
2010-03-23,6.496701717376709,6.509353207812211,6.420790361623563,6.452419992639868,19340200
