Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-01-04 00:00:00-05:00,71.27023605859713,71.41416032660283,71.12631179059146,71.39360046386719,3583200,0.0,0.0,0.0
2010-01-05 00:00:00-05:00,71.53070602489981,71.68833519363257,71.47587621453255,71.62665557861328,1738200,0.0,0.0,0.0
2010-01-06 00:00:00-05:00,71.64719848121987,71.64719848121987,71.31137512275983,71.44158935546875,1233900,0.0,0.0,0.0
2010-01-07 00:00:00-05:00,71.46210881851069,71.66086280000188,71.44840399134254,71.55120849609375,982100,0.0,0.0,0.0
2010-01-08 00:00:00-05:00,71.83226352617481,71.83911856006726,71.55126988289003,71.7020492553711,866700,0.0,0.0,0.0
2010-01-11 00:00:00-05:00,71.7020298104018,71.80482914661623,71.5101255154676,71.54439544677734,1076700,0.0,0.0,0.0
2010-01-12 00:00:00-05:00,71.81168248044298,72.00358154198175,71.79797764555762,71.87336730957031,1073000,0.0,0.0,0.0
2010-01-13 00:00:00-05:00,71.73625242156248,71.83220189830246,71.48267390254439,71.55120849609375,1187500,0.0,0.0,0.0
2010-01-14 00:00:00-05:00,71.70889795992066,71.87338739766228,71.6335082748371,71.73631286621094,1495900,0.0,0.0,0.0
2010-01-15 00:00:00-05:00,71.97616437799378,72.07211913460036,71.89392491355542,71.96931457519531,1254600,0.0,0.0,0.0
2010-01-19 00:00:00-05:00,71.90760419929565,71.96243397534498,71.80479967641696,71.91445922851562,1649700,0.0,0.0,0.0
2010-01-20 00:00:00-05:00,72.0652109292672,72.16116038621989,71.93499156818001,72.02408599853516,1020500,0.0,0.0,0.0
2010-01-21 00:00:00-05:00,71.98990037291564,72.23662931281959,71.9556304311505,72.16123962402344,1013000,0.0,0.0,0.0
2010-01-22 00:00:00-05:00,72.04470711897166,72.1132417516977,71.87336792272788,72.09268188476562,828000,0.0,0.0,0.0
2010-01-25 00:00:00-05:00,71.98302058327923,72.09268017612776,71.90763092041016,71.90763092041016,1131500,0.0,0.0,0.0
2010-01-26 00:00:00-05:00,72.11321777697589,72.12692260742188,71.92131877759867,72.12692260742188,1100400,0.0,0.0,0.0
2010-01-27 00:00:00-05:00,72.21602679189627,72.28456140609426,71.88019829327112,71.93502807617188,1118900,0.0,0.0,0.0
2010-01-28 00:00:00-05:00,71.7843073813638,72.07901116893659,71.7843073813638,72.03103637695312,894200,0.0,0.0,0.0
2010-01-29 00:00:00-05:00,72.01045303865418,72.30515673021603,71.95562322886163,72.29830169677734,1402400,0.0,0.0,0.0
2010-02-01 00:00:00-05:00,72.21449919405836,72.317501606949,72.03595294640324,72.2694320678711,1088100,0.208,0.0,0.0
2010-02-02 00:00:00-05:00,72.34498710644738,72.42739429467669,72.29004898096116,72.3999252319336,1267600,0.0,0.0,0.0
2010-02-03 00:00:00-05:00,72.22821473506269,72.24881521297253,72.09773805605282,72.10460662841797,1286900,0.0,0.0,0.0
2010-02-04 00:00:00-05:00,72.18016594975037,72.34497505957702,72.1389649820905,72.29690551757812,1045500,0.0,0.0,0.0
2010-02-05 00:00:00-05:00,72.28311892523939,72.37925793650714,72.0633718653155,72.16637420654297,1490100,0.0,0.0,0.0
2010-02-08 00:00:00-05:00,72.07025045669793,72.16638948832386,71.99471189767982,72.0565185546875,920700,0.0,0.0,0.0
2010-02-09 00:00:00-05:00,71.98102676224283,72.11150349244292,71.79561714912644,71.8093490600586,1331400,0.0,0.0,0.0
2010-02-10 00:00:00-05:00,71.92609962784458,71.96730584531124,71.44540408397089,71.59648132324219,1369100,0.0,0.0,0.0
2010-02-11 00:00:00-05:00,71.56900570806975,71.58273761984292,71.31492080716811,71.42479705810547,1004600,0.0,0.0,0.0
2010-02-12 00:00:00-05:00,71.57587428355033,71.61020668257726,71.42479705810547,71.42479705810547,1036600,0.0,0.0,0.0
2010-02-16 00:00:00-05:00,71.34927244832288,71.69949651793534,71.3286719570261,71.63082122802734,1029800,0.0,0.0,0.0
2010-02-17 00:00:00-05:00,71.54150825161317,71.74065494800786,71.34923012797302,71.49343872070312,1021700,0.0,0.0,0.0
2010-02-18 00:00:00-05:00,71.55521818311384,71.56895532440423,71.24620061347609,71.43161010742188,1079000,0.0,0.0,0.0
2010-02-19 00:00:00-05:00,71.17072721822998,71.32180447564555,71.01278662306942,71.30806732177734,1450000,0.0,0.0,0.0
2010-02-22 00:00:00-05:00,71.26691019538916,71.29437928084062,71.06776325526036,71.12957000732422,1573700,0.0,0.0,0.0
2010-02-23 00:00:00-05:00,71.1775502660592,71.41789791312198,71.16381312097803,71.34922790527344,2013600,0.0,0.0,0.0
2010-02-24 00:00:00-05:00,71.39734422710174,71.47974619485032,71.10892686160334,71.21192932128906,1188600,0.0,0.0,0.0
2010-02-25 00:00:00-05:00,71.35614324322746,71.36300658108037,71.10205828456122,71.21192932128906,1360100,0.0,0.0,0.0
2010-02-26 00:00:00-05:00,71.23252433510966,71.4454030386837,71.23252433510966,71.35613250732422,956900,0.0,0.0,0.0
2010-03-01 00:00:00-05:00,71.41376350855879,71.43436477574083,71.29701950160292,71.36569213867188,820400,0.004,0.0,0.0
2010-03-02 00:00:00-05:00,71.30391025403515,71.46185684390366,71.25583886937238,71.420654296875,1154700,0.0,0.0,0.0
2010-03-03 00:00:00-05:00,71.37262533777495,71.48250060829314,71.26274482786566,71.39322662353516,965700,0.0,0.0,0.0
2010-03-04 00:00:00-05:00,71.40693853563032,71.60608771903193,71.36573073959102,71.46874237060547,1317500,0.0,0.0,0.0
2010-03-05 00:00:00-05:00,71.42067148666516,71.4481416044252,71.18031450550134,71.310791015625,1359600,0.0,0.0,0.0
2010-03-08 00:00:00-05:00,71.27647067223091,71.30394079514544,71.22153042640188,71.2490005493164,1150900,0.0,0.0,0.0
2010-03-09 00:00:00-05:00,71.4206681346993,71.4206681346993,71.24211499733363,71.37259674072266,895500,0.0,0.0,0.0
2010-03-10 00:00:00-05:00,71.27648733589218,71.35202888172033,71.21467823503669,71.29708862304688,845900,0.0,0.0,0.0
2010-03-11 00:00:00-05:00,71.28335088753165,71.4000949990046,71.20094050563785,71.3794937133789,950600,0.0,0.0,0.0
2010-03-12 00:00:00-05:00,71.43442147770432,71.64731363280617,71.38635006966012,71.56490325927734,908400,0.0,0.0,0.0
2010-03-15 00:00:00-04:00,71.56487226815568,71.59921121876987,71.42065810647497,71.55113983154297,790000,0.0,0.0,0.0
2010-03-16 00:00:00-04:00,71.5923452180593,71.86017227742182,71.57174394262964,71.8189697265625,834100,0.0,0.0,0.0
2010-03-17 00:00:00-04:00,71.81212561631725,71.99067879717201,71.78465549315571,71.97007751464844,776100,0.0,0.0,0.0
2010-03-18 00:00:00-04:00,71.8258701250726,71.91514935019418,71.68165588378906,71.68165588378906,809700,0.0,0.0,0.0
2010-03-19 00:00:00-04:00,71.54428100585938,71.8052392531271,71.54428100585938,71.54428100585938,765400,0.0,0.0,0.0
2010-03-22 00:00:00-04:00,71.64731022704115,71.71598291535555,71.64044138639262,71.70911407470703,758200,0.0,0.0,0.0
2010-03-23 00:00:00-04:00,71.66785143931371,71.75712533535615,71.61291123895565,71.65411376953125,979300,0.0,0.0,0.0
2010-03-24 00:00:00-04:00,71.29019553550398,71.3657370556409,70.89189189406065,71.07730865478516,2156500,0.0,0.0,0.0
2010-03-25 00:00:00-04:00,71.01547908411742,71.11162184956837,70.78198576845956,70.98114013671875,1128300,0.0,0.0,0.0
2010-03-26 00:00:00-04:00,70.9331120638176,71.16660028264923,70.9331120638176,71.0704574584961,1088000,0.0,0.0,0.0
2010-03-29 00:00:00-04:00,71.06355046684288,71.11162184956837,70.84379482589961,70.98114013671875,848000,0.0,0.0,0.0
2010-03-30 00:00:00-04:00,70.87813043653166,71.0429458618164,70.80945777927867,71.0429458618164,613900,0.0,0.0,0.0
2010-03-31 00:00:00-04:00,71.09788751641497,71.35885095437934,71.00174474644537,71.35198211669922,1926900,0.0,0.0,0.0
2010-04-01 00:00:00-04:00,71.24302319293331,71.3395767211914,71.12577511281476,71.3395767211914,1129100,0.442,0.0,0.0
2010-04-05 00:00:00-04:00,70.90509430242508,70.96716744647227,70.5464675940395,70.83612823486328,1868700,0.0,0.0,0.0
2010-04-06 00:00:00-04:00,71.03615690716548,71.12581229834313,70.96719081689224,71.1189193725586,1041600,0.0,0.0,0.0
2010-04-07 00:00:00-04:00,71.14651336802503,71.68445628784164,71.11892587703751,71.62238311767578,1380900,0.0,0.0,0.0
2010-04-08 00:00:00-04:00,71.6981978960958,71.75337283997348,71.5050908542962,71.5533676147461,1672700,0.0,0.0,0.0
2010-04-09 00:00:00-04:00,71.51888442240916,71.68440925974268,71.41543797629126,71.62923431396484,679600,0.0,0.0,0.0
2010-04-12 00:00:00-04:00,71.73956305034409,71.87060220209253,71.69818448106406,71.8292236328125,852400,0.0,0.0,0.0
2010-04-13 00:00:00-04:00,71.98784225649273,71.99474043836793,71.77404597430117,71.89128875732422,674600,0.0,0.0,0.0
2010-04-14 00:00:00-04:00,71.88442869478459,71.91890909637905,71.71201090149187,71.80166625976562,645600,0.0,0.0,0.0
2010-04-15 00:00:00-04:00,71.73959881970741,72.06374513874368,71.73959881970741,72.00857543945312,946100,0.0,0.0,0.0
2010-04-16 00:00:00-04:00,72.11893543979727,72.29825147051102,71.99479438188389,72.17411041259766,1131600,0.0,0.0,0.0
2010-04-19 00:00:00-04:00,72.15337639950559,72.18785678980693,71.97406047991463,72.00164794921875,784800,0.0,0.0,0.0
2010-04-20 00:00:00-04:00,71.99479438188389,72.17411041259766,71.9603087084399,72.17411041259766,669900,0.0,0.0,0.0
2010-04-21 00:00:00-04:00,72.25683040026244,72.4154570499326,72.20855363936673,72.39476776123047,845300,0.0,0.0,0.0
2010-04-22 00:00:00-04:00,72.46375865386226,72.48444794965738,72.13271413581803,72.1878890991211,1003700,0.0,0.0,0.0
2010-04-23 00:00:00-04:00,72.11890657119933,72.24304757942008,72.02925122261824,72.19477081298828,907400,0.0,0.0,0.0
2010-04-26 00:00:00-04:00,72.36031057166383,72.41548553775654,72.13961596906736,72.2568588256836,1125000,0.0,0.0,0.0
2010-04-27 00:00:00-04:00,72.47753076752035,72.82926448917067,72.39477360603044,72.67753601074219,1136300,0.0,0.0,0.0
2010-04-28 00:00:00-04:00,72.52583717794592,72.6154925536272,72.38100157309805,72.53273010253906,900300,0.0,0.0,0.0
2010-04-29 00:00:00-04:00,72.67067204907552,72.97412386509093,72.64997748868315,72.91205596923828,829100,0.0,0.0,0.0
