Open,High,Low,Close,Volume,Index
^AEX,^AEX,^AEX,^AEX,^AEX,
336.9599914550781,343.04998779296875,336.9599914550781,343.0299987792969,90515200,^AEX
343.5199890136719,343.5899963378906,340.989990234375,342.0199890136719,106369100,^AEX
341.5799865722656,342.7699890136719,339.32000732421875,341.4800109863281,78921400,^AEX
340.55999755859375,340.9599914550781,337.94000244140625,340.54998779296875,103411000,^AEX
341.9800109863281,343.2900085449219,338.2300109863281,341.94000244140625,127867400,^AEX
344.20001220703125,345.55999755859375,340.1000061035156,340.5199890136719,123004900,^AEX
340.69000244140625,341.510009765625,334.9700012207031,336.7699890136719,110926400,^AEX
335.3599853515625,339.010009765625,335.32000732421875,338.17999267578125,95424000,^AEX
341.20001220703125,341.7699890136719,339.07000732421875,340.6099853515625,85885200,^AEX
341.4100036621094,343.0799865722656,337.4800109863281,337.989990234375,129802300,^AEX
339.17999267578125,339.5899963378906,336.67999267578125,339.0299987792969,56837400,^AEX
338.67999267578125,342.2699890136719,335.7200012207031,341.6099853515625,83807600,^AEX
340.8900146484375,342.3999938964844,335.07000732421875,336.29998779296875,111977300,^AEX
338.8299865722656,339.67999267578125,331.9700012207031,332.1700134277344,106124100,^AEX
330.1300048828125,332.7900085449219,326.8999938964844,329.4800109863281,156662600,^AEX
327.3699951171875,332.07000732421875,327.3699951171875,328.510009765625,106317800,^AEX
326.2799987792969,329.6499938964844,324.9200134277344,329.6499938964844,113794000,^AEX
326.67999267578125,328.9800109863281,325.1600036621094,327.260009765625,100255400,^AEX
331.57000732421875,331.57000732421875,323.95001220703125,323.95001220703125,124292500,^AEX
325.5199890136719,329.8399963378906,324.239990234375,327.8999938964844,111574300,^AEX
325.94000244140625,331.739990234375,325.3500061035156,331.30999755859375,95260600,^AEX
331.9800109863281,334.3599853515625,329.4200134277344,334.0400085449219,99983600,^AEX
335.0400085449219,335.67999267578125,332.3699951171875,333.0299987792969,92634200,^AEX
331.7900085449219,333.1400146484375,322.2200012207031,323.2300109863281,172226100,^AEX
320.80999755859375,321.5899963378906,313.8399963378906,315.0400085449219,223513800,^AEX
317.69000244140625,318.7699890136719,311.5299987792969,316.5,135640500,^AEX
