Open,High,Low,Close,Volume,Index
^HSI,^HSI,^HSI,^HSI,^HSI,
21860.0390625,22024.830078125,21689.220703125,21823.279296875,1006199600,^HSI
22092.150390625,22297.0390625,21987.26953125,22279.580078125,1965584800,^HSI
22357.4609375,22514.7890625,22277.130859375,22416.669921875,2100234000,^HSI
22548.029296875,22548.029296875,22169.609375,22269.44921875,1495365300,^HSI
22282.75,22443.220703125,22206.16015625,22296.75,1626022600,^HSI
22524.1796875,22671.919921875,22373.9609375,22411.51953125,1744637600,^HSI
22378.23046875,22476.119140625,22192.98046875,22326.640625,2204776800,^HSI
21990.6796875,22012.0390625,21688.169921875,21748.599609375,3414190400,^HSI
21871.009765625,21988.9296875,21707.099609375,21716.94921875,2338667600,^HSI
21715.08984375,21788.849609375,21581.0703125,21654.16015625,2659842200,^HSI
21418.33984375,21645.6796875,21320.970703125,21460.009765625,1867401600,^HSI
21481.109375,21681.689453125,21335.599609375,21677.98046875,1913397800,^HSI
21543.25,21561.560546875,21171.30078125,21286.169921875,2197552000,^HSI
21192.830078125,21272.259765625,20828.240234375,20862.669921875,2465648800,^HSI
20527.19921875,20738.990234375,20250.359375,20726.1796875,3220362000,^HSI
20447.7890625,20619.69921875,20422.669921875,20598.55078125,1909841600,^HSI
20560.109375,20560.109375,20046.599609375,20109.330078125,2270009200,^HSI
20185.80078125,20340.8203125,19923.55078125,20033.0703125,1822372600,^HSI
20202.330078125,20437.560546875,20170.150390625,20356.369140625,1880647200,^HSI
20026.51953125,20327.689453125,19916.33984375,20121.990234375,1784257400,^HSI
19987.669921875,20254.240234375,19845.9296875,20243.75,1701996800,^HSI
20432.9609375,20533.9609375,20181.279296875,20272.1796875,1561642000,^HSI
20486.150390625,20780.5,20315.310546875,20722.080078125,1922114800,^HSI
20534.740234375,20554.19921875,20316.330078125,20341.640625,1607734100,^HSI
19706.240234375,19822.9296875,19655.880859375,19665.080078125,2515439200,^HSI
19614.849609375,19673.109375,19423.05078125,19550.890625,1751004600,^HSI
19493.5,19843.869140625,19461.19921875,19790.279296875,1495157300,^HSI
19914.83984375,19976.66015625,19681.5390625,19922.220703125,1581352800,^HSI
20095.529296875,20310.7890625,20095.529296875,20290.689453125,1338864100,^HSI
20240.669921875,20428.3203125,20212.55078125,20268.689453125,1193582100,^HSI
20657.859375,20684.220703125,20471.359375,20534.009765625,1111742000,^HSI
20534.76953125,20569.609375,20381.30078125,20422.150390625,720614400,^HSI
20261.490234375,20261.490234375,19874.55078125,19894.01953125,1329484500,^HSI
20407.83984375,20427.08984375,20313.150390625,20377.26953125,1067658300,^HSI
20218.509765625,20711.75,20120.099609375,20623.0,1469337300,^HSI
20357.419921875,20583.83984375,20351.05078125,20467.740234375,1508097400,^HSI
20512.380859375,20644.26953125,20261.98046875,20399.5703125,1980209600,^HSI
20657.830078125,20662.83984375,20567.580078125,20608.69921875,1492479400,^HSI
20853.080078125,21056.9296875,20853.080078125,21056.9296875,2585990000,^HSI
20921.439453125,20961.830078125,20847.4609375,20906.109375,2296292200,^HSI
21016.2890625,21016.2890625,20845.16015625,20876.7890625,1674115300,^HSI
20983.810546875,21000.130859375,20575.779296875,20575.779296875,1910837600,^HSI
20820.970703125,20820.970703125,20654.939453125,20787.970703125,2875176000,^HSI
21099.7109375,21257.08984375,21080.759765625,21196.869140625,2052899600,^HSI
21153.619140625,21277.66015625,21128.9296875,21207.55078125,1421012500,^HSI
21293.51953125,21293.51953125,21156.08984375,21208.2890625,1257677200,^HSI
21333.060546875,21333.060546875,21059.060546875,21228.19921875,1402218700,^HSI
21249.80078125,21260.0703125,21116.83984375,21209.740234375,1164407200,^HSI
21036.419921875,21116.5,20964.310546875,21079.099609375,1143308800,^HSI
21135.7890625,21196.830078125,20986.689453125,21022.9296875,1027809600,^HSI
21183.599609375,21440.1796875,21159.4296875,21384.490234375,1612088200,^HSI
21429.689453125,21440.810546875,21287.369140625,21330.669921875,1341953000,^HSI
21359.55078125,21389.0,21257.80078125,21370.8203125,1347445900,^HSI
21120.4296875,21120.4296875,20899.689453125,20933.25,1572548900,^HSI
21070.650390625,21211.080078125,20971.560546875,20987.779296875,1253196700,^HSI
21203.5,21205.5,20974.05078125,21008.619140625,1282110100,^HSI
20799.05078125,20800.94921875,20659.279296875,20778.55078125,1456677500,^HSI
