Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00+11:00,4877.7001953125,4901.10009765625,4876.2998046875,4889.7998046875,596439900,0.0,0.0
2010-01-05 00:00:00+11:00,4899.7998046875,4944.7998046875,4899.7998046875,4939.5,1036772400,0.0,0.0
2010-01-06 00:00:00+11:00,4943.7001953125,4954.60009765625,4935.60009765625,4946.7998046875,1069955900,0.0,0.0
2010-01-07 00:00:00+11:00,4948.2001953125,4963.60009765625,4929.7001953125,4930.5,1076603600,0.0,0.0
2010-01-08 00:00:00+11:00,4931.39990234375,4964.2001953125,4931.2998046875,4942.2001953125,832942400,0.0,0.0
2010-01-11 00:00:00+11:00,4950.7001953125,4984.0,4950.5,4981.2001953125,893448000,0.0,0.0
2010-01-12 00:00:00+11:00,4970.7998046875,4972.0,4926.10009765625,4931.60009765625,942061000,0.0,0.0
2010-01-13 00:00:00+11:00,4919.60009765625,4920.2998046875,4885.10009765625,4900.10009765625,1023661000,0.0,0.0
2010-01-14 00:00:00+11:00,4906.7001953125,4949.89990234375,4906.0,4929.39990234375,839685600,0.0,0.0
2010-01-15 00:00:00+11:00,4928.2998046875,4938.7001953125,4893.2001953125,4929.5,974586500,0.0,0.0
2010-01-18 00:00:00+11:00,4921.2998046875,4941.60009765625,4896.2998046875,4936.10009765625,943892600,0.0,0.0
2010-01-19 00:00:00+11:00,4939.2998046875,4953.2001953125,4889.60009765625,4889.60009765625,1072837800,0.0,0.0
2010-01-20 00:00:00+11:00,4901.7998046875,4932.7001953125,4893.39990234375,4895.10009765625,1005330500,0.0,0.0
2010-01-21 00:00:00+11:00,4882.60009765625,4883.0,4845.10009765625,4849.60009765625,1366036700,0.0,0.0
2010-01-22 00:00:00+11:00,4819.60009765625,4819.60009765625,4740.7001953125,4771.89990234375,1415849000,0.0,0.0
2010-01-25 00:00:00+11:00,4749.89990234375,4750.5,4702.60009765625,4743.10009765625,997700500,0.0,0.0
2010-01-27 00:00:00+11:00,4732.89990234375,4734.2001953125,4655.39990234375,4670.0,1354866800,0.0,0.0
2010-01-28 00:00:00+11:00,4677.0,4699.2001953125,4667.89990234375,4697.7001953125,1294518600,0.0,0.0
2010-01-29 00:00:00+11:00,4683.0,4683.2998046875,4592.89990234375,4596.89990234375,1570721100,0.0,0.0
2010-02-01 00:00:00+11:00,4596.2001953125,4609.10009765625,4544.7001953125,4544.7998046875,1351600000,0.0,0.0
2010-02-02 00:00:00+11:00,4568.2001953125,4628.7998046875,4566.7001953125,4628.7998046875,1323440500,0.0,0.0
2010-02-03 00:00:00+11:00,4651.60009765625,4682.60009765625,4646.5,4673.2001953125,1334704700,0.0,0.0
2010-02-04 00:00:00+11:00,4665.10009765625,4666.39990234375,4623.89990234375,4644.10009765625,1208389500,0.0,0.0
2010-02-05 00:00:00+11:00,4607.60009765625,4610.5,4508.2998046875,4532.5,1577595100,0.0,0.0
2010-02-08 00:00:00+11:00,4539.39990234375,4567.5,4534.7001953125,4538.7998046875,932021900,0.0,0.0
2010-02-09 00:00:00+11:00,4531.5,4531.7001953125,4483.2998046875,4520.7001953125,1083713900,0.0,0.0
2010-02-10 00:00:00+11:00,4546.39990234375,4587.2998046875,4519.60009765625,4533.0,1160325000,0.0,0.0
2010-02-11 00:00:00+11:00,4531.7998046875,4584.5,4531.0,4575.7998046875,1018008500,0.0,0.0
2010-02-12 00:00:00+11:00,4587.0,4616.39990234375,4570.7998046875,4588.7998046875,1358478600,0.0,0.0
2010-02-15 00:00:00+11:00,4585.7998046875,4593.10009765625,4564.0,4570.39990234375,749265000,0.0,0.0
2010-02-16 00:00:00+11:00,4575.0,4619.60009765625,4575.0,4590.7998046875,1000438600,0.0,0.0
2010-02-17 00:00:00+11:00,4607.5,4690.60009765625,4606.89990234375,4686.7998046875,1204838400,0.0,0.0
2010-02-18 00:00:00+11:00,4691.39990234375,4692.60009765625,4655.39990234375,4673.89990234375,1167991100,0.0,0.0
2010-02-19 00:00:00+11:00,4680.39990234375,4691.10009765625,4632.89990234375,4656.2998046875,1390910400,0.0,0.0
2010-02-22 00:00:00+11:00,4673.39990234375,4732.7001953125,4673.39990234375,4732.7001953125,1090157000,0.0,0.0
2010-02-23 00:00:00+11:00,4722.39990234375,4731.0,4703.0,4731.0,1297026100,0.0,0.0
2010-02-24 00:00:00+11:00,4717.0,4717.0,4659.0,4666.0,1514123800,0.0,0.0
2010-02-25 00:00:00+11:00,4672.7998046875,4706.10009765625,4612.0,4614.89990234375,1395527900,0.0,0.0
2010-02-26 00:00:00+11:00,4626.0,4651.10009765625,4612.7998046875,4651.10009765625,1556814800,0.0,0.0
2010-03-01 00:00:00+11:00,4647.0,4694.89990234375,4647.0,4694.89990234375,1565454900,0.0,0.0
2010-03-02 00:00:00+11:00,4701.89990234375,4724.10009765625,4693.89990234375,4709.89990234375,1050212200,0.0,0.0
2010-03-03 00:00:00+11:00,4715.7998046875,4752.5,4714.39990234375,4743.7998046875,1501106800,0.0,0.0
2010-03-04 00:00:00+11:00,4750.39990234375,4758.89990234375,4733.60009765625,4757.60009765625,1400378400,0.0,0.0
2010-03-05 00:00:00+11:00,4760.39990234375,4786.2001953125,4758.60009765625,4773.39990234375,1206485900,0.0,0.0
2010-03-08 00:00:00+11:00,4791.60009765625,4836.0,4791.60009765625,4819.60009765625,1178840100,0.0,0.0
2010-03-09 00:00:00+11:00,4818.0,4836.10009765625,4801.7001953125,4829.2998046875,1400760600,0.0,0.0
2010-03-10 00:00:00+11:00,4828.10009765625,4845.2998046875,4815.10009765625,4829.7998046875,1385451400,0.0,0.0
2010-03-11 00:00:00+11:00,4831.2001953125,4850.7998046875,4818.7001953125,4825.5,1191698300,0.0,0.0
