Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,11847.2998046875,11872.2001953125,11746.099609375,11866.900390625,132670500,0.0,0.0
2010-01-05 00:00:00-05:00,11900.0,11935.2001953125,11837.2001953125,11888.099609375,167798200,0.0,0.0
2010-01-06 00:00:00-05:00,11912.900390625,11971.599609375,11888.099609375,11944.5,194400800,0.0,0.0
2010-01-07 00:00:00-05:00,11925.0,11944.5,11819.5,11887.5,190573600,0.0,0.0
2010-01-08 00:00:00-05:00,11883.2998046875,11953.7998046875,11863.099609375,11953.7998046875,167761200,0.0,0.0
2010-01-11 00:00:00-05:00,12070.7001953125,12070.7001953125,11923.2001953125,11947.099609375,172295300,0.0,0.0
2010-01-12 00:00:00-05:00,11866.599609375,11947.099609375,11766.5,11820.2001953125,177640000,0.0,0.0
2010-01-13 00:00:00-05:00,11802.7998046875,11865.2001953125,11738.599609375,11853.599609375,172419900,0.0,0.0
2010-01-14 00:00:00-05:00,11873.599609375,11888.2998046875,11776.400390625,11804.400390625,161042700,0.0,0.0
2010-01-15 00:00:00-05:00,11782.599609375,11804.400390625,11684.2001953125,11685.400390625,148632900,0.0,0.0
2010-01-18 00:00:00-05:00,11711.099609375,11754.099609375,11685.400390625,11750.5,632200,0.0,0.0
2010-01-19 00:00:00-05:00,11746.2001953125,11765.599609375,11710.400390625,11763.400390625,144213400,0.0,0.0
2010-01-20 00:00:00-05:00,11699.099609375,11763.400390625,11581.599609375,11679.2998046875,193857300,0.0,0.0
2010-01-21 00:00:00-05:00,11557.2001953125,11679.2998046875,11461.2998046875,11469.099609375,197664900,0.0,0.0
2010-01-22 00:00:00-05:00,11400.0,11481.0,11318.2998046875,11343.400390625,194087600,0.0,0.0
2010-01-25 00:00:00-05:00,11384.7001953125,11423.2998046875,11343.400390625,11354.5,134679900,0.0,0.0
2010-01-26 00:00:00-05:00,11349.2998046875,11421.599609375,11271.400390625,11361.2001953125,165123100,0.0,0.0
2010-01-27 00:00:00-05:00,11324.7001953125,11367.400390625,11259.0,11344.099609375,196445400,0.0,0.0
2010-01-28 00:00:00-05:00,11279.599609375,11389.2001953125,11162.099609375,11274.2001953125,181342100,0.0,0.0
2010-01-29 00:00:00-05:00,11142.7998046875,11324.2001953125,11084.2998046875,11094.2998046875,183158600,0.0,0.0
2010-02-01 00:00:00-05:00,11147.5,11317.599609375,11094.2998046875,11317.599609375,151740700,0.0,0.0
2010-02-02 00:00:00-05:00,11366.0,11430.2998046875,11297.599609375,11408.2998046875,201381600,0.0,0.0
2010-02-03 00:00:00-05:00,11395.599609375,11454.599609375,11348.7001953125,11390.5,177829900,0.0,0.0
2010-02-04 00:00:00-05:00,11163.599609375,11390.5,11120.099609375,11128.7998046875,213830700,0.0,0.0
2010-02-05 00:00:00-05:00,11123.7001953125,11223.099609375,10990.400390625,11223.099609375,213138200,0.0,0.0
2010-02-08 00:00:00-05:00,11135.099609375,11277.599609375,11099.5,11115.2998046875,151081000,0.0,0.0
2010-02-09 00:00:00-05:00,11210.0,11314.400390625,11115.2998046875,11274.2001953125,166711900,0.0,0.0
2010-02-10 00:00:00-05:00,11280.2998046875,11321.400390625,11212.400390625,11286.2998046875,153652200,0.0,0.0
2010-02-11 00:00:00-05:00,11300.099609375,11438.0,11232.900390625,11435.5,202980700,0.0,0.0
2010-02-12 00:00:00-05:00,11349.2001953125,11469.7998046875,11335.7001953125,11469.7998046875,175657700,0.0,0.0
