Open,High,Low,Close,Volume,Index
^BVSP,^BVSP,^BVSP,^BVSP,^BVSP,
68587.0,70081.0,68587.0,70045.0,1655400,^BVSP
70046.0,70595.0,69928.0,70240.0,1984200,^BVSP
70237.0,70937.0,70016.0,70729.0,2243600,^BVSP
70723.0,70723.0,70045.0,70451.0,1555000,^BVSP
70455.0,70766.0,70158.0,70263.0,1634400,^BVSP
70267.0,71068.0,70158.0,70433.0,1569000,^BVSP
70429.0,70429.0,69284.0,70076.0,1628600,^BVSP
70081.0,70626.0,69535.0,70385.0,1818800,^BVSP
70377.0,70508.0,69661.0,69801.0,1830200,^BVSP
69780.0,69788.0,68695.0,68978.0,1648400,^BVSP
68983.0,69748.0,68983.0,69401.0,1139000,^BVSP
69396.0,70036.0,68867.0,69909.0,1323400,^BVSP
69901.0,69901.0,67546.0,68200.0,1990600,^BVSP
68200.0,68458.0,65996.0,66270.0,2263800,^BVSP
66264.0,66660.0,65445.0,66220.0,1305000,^BVSP
66213.0,66213.0,64719.0,65524.0,1990400,^BVSP
65527.0,65663.0,64553.0,65070.0,1813600,^BVSP
65071.0,66049.0,64541.0,65588.0,1649400,^BVSP
65591.0,66576.0,65140.0,65402.0,1823200,^BVSP
65402.0,66763.0,65362.0,66572.0,1494400,^BVSP
66589.0,67321.0,66539.0,67163.0,1587800,^BVSP
67163.0,67347.0,66774.0,67109.0,1765000,^BVSP
67100.0,67100.0,63750.0,63934.0,2262400,^BVSP
63934.0,64001.0,61341.0,62763.0,3053000,^BVSP
62760.0,63923.0,62728.0,63153.0,1875600,^BVSP
63164.0,65526.0,63164.0,64718.0,1357400,^BVSP
64721.0,65170.0,64320.0,65051.0,891000,^BVSP
65050.0,66145.0,64344.0,66129.0,1259000,^BVSP
66129.0,66133.0,65123.0,65855.0,873200,^BVSP
65863.0,67542.0,65863.0,67285.0,0,^BVSP
67285.0,67836.0,66550.0,67836.0,1286600,^BVSP
67811.0,67935.0,67210.0,67597.0,1248000,^BVSP
67598.0,68120.0,67035.0,67184.0,1401600,^BVSP
67179.0,67179.0,65660.0,66108.0,1644800,^BVSP
66110.0,66514.0,65534.0,65795.0,1573000,^BVSP
65765.0,66325.0,64429.0,66121.0,1792200,^BVSP
66118.0,66510.0,65607.0,66503.0,1731400,^BVSP
66511.0,67397.0,66511.0,67228.0,1363000,^BVSP
67228.0,68250.0,67228.0,67779.0,1708600,^BVSP
67780.0,68813.0,67482.0,67641.0,2113800,^BVSP
67643.0,68198.0,66924.0,67815.0,1398600,^BVSP
67823.0,68930.0,67823.0,68847.0,1950600,^BVSP
68851.0,69070.0,68318.0,68575.0,1428200,^BVSP
68573.0,70144.0,68255.0,69576.0,2464200,^BVSP
69578.0,70476.0,69578.0,69979.0,1909200,^BVSP
69981.0,70183.0,69411.0,69885.0,1627200,^BVSP
69901.0,70486.0,69341.0,69341.0,1569000,^BVSP
69340.0,69384.0,68623.0,69024.0,1453000,^BVSP
69023.0,69949.0,69022.0,69942.0,1302400,^BVSP
69945.0,70424.0,69376.0,69723.0,1372000,^BVSP
69726.0,70128.0,68972.0,69697.0,1656200,^BVSP
69701.0,69998.0,68773.0,68829.0,1957400,^BVSP
68814.0,69121.0,67899.0,69042.0,1395200,^BVSP
69049.0,69613.0,68913.0,69387.0,1606600,^BVSP
69382.0,69677.0,68744.0,68913.0,1597400,^BVSP
68916.0,69572.0,68377.0,68442.0,1478400,^BVSP
68442.0,68910.0,68024.0,68683.0,1771400,^BVSP
68681.0,69943.0,68681.0,69939.0,1528000,^BVSP
69942.0,70451.0,69750.0,69960.0,1490000,^BVSP
69960.0,70392.0,69573.0,70372.0,1676800,^BVSP
70375.0,71401.0,70373.0,71136.0,1552800,^BVSP
71148.0,71645.0,71148.0,71290.0,1316000,^BVSP
71290.0,71711.0,70823.0,71096.0,1697000,^BVSP
71092.0,71257.0,70531.0,70793.0,1720400,^BVSP
