Open,High,Low,Close,Volume,Index
^OMX,^OMX,^OMX,^OMX,^OMX,
951.719970703125,964.72998046875,951.719970703125,963.5599975585938,82515400,^OMX
964.030029296875,968.6799926757812,961.4600219726562,967.27001953125,62738400,^OMX
967.3900146484375,970.260009765625,962.27001953125,965.8200073242188,132590900,^OMX
965.7000122070312,974.9000244140625,965.7000122070312,973.4400024414062,108703800,^OMX
973.1500244140625,985.6900024414062,973.1500244140625,978.1799926757812,108829800,^OMX
978.239990234375,981.0800170898438,967.489990234375,969.5499877929688,118598200,^OMX
969.489990234375,974.9600219726562,964.3499755859375,974.9600219726562,126482500,^OMX
975.6099853515625,984.6500244140625,975.6099853515625,981.5,150040800,^OMX
982.0999755859375,986.0,968.5,970.6500244140625,113551400,^OMX
970.4099731445312,975.8300170898438,968.760009765625,974.0499877929688,96356200,^OMX
973.5800170898438,977.8300170898438,960.6500244140625,976.0,134704200,^OMX
976.0599975585938,976.7899780273438,957.1599731445312,957.530029296875,120996800,^OMX
958.1900024414062,968.0599975585938,951.489990234375,954.02001953125,146085500,^OMX
954.3099975585938,957.5700073242188,943.6099853515625,951.0599975585938,143515300,^OMX
948.8099975585938,956.1799926757812,940.2100219726562,947.5599975585938,137390200,^OMX
945.8400268554688,945.8400268554688,935.6599731445312,942.9400024414062,131484200,^OMX
943.1799926757812,954.02001953125,934.6599731445312,946.7000122070312,138949500,^OMX
947.1799926757812,965.0900268554688,935.4600219726562,937.219970703125,215494700,^OMX
937.9299926757812,957.0999755859375,937.9299926757812,953.7100219726562,156244100,^OMX
952.8200073242188,967.77001953125,947.4500122070312,967.77001953125,124755100,^OMX
967.530029296875,972.75,963.72998046875,971.7999877929688,136882300,^OMX
971.5700073242188,974.9500122070312,966.0800170898438,970.0,158234100,^OMX
969.5900268554688,975.25,948.2100219726562,948.6199951171875,151365700,^OMX
948.8599853515625,951.47998046875,934.3800048828125,935.8900146484375,218309500,^OMX
939.9199829101562,940.4299926757812,920.2899780273438,938.4199829101562,143810500,^OMX
939.9600219726562,951.8900146484375,934.8400268554688,944.7999877929688,141905600,^OMX
948.5999755859375,950.5900268554688,931.3900146484375,937.0499877929688,163384700,^OMX
944.02001953125,949.9000244140625,935.27001953125,943.6599731445312,138279900,^OMX
951.2000122070312,951.9600219726562,924.9299926757812,931.3499755859375,150890500,^OMX
932.8599853515625,935.4000244140625,919.3900146484375,923.3699951171875,94132800,^OMX
929.9000244140625,934.3099975585938,922.75,934.3099975585938,116194600,^OMX
939.6400146484375,945.27001953125,938.5599975585938,943.6900024414062,110253300,^OMX
944.1900024414062,947.25,940.8699951171875,946.969970703125,121914400,^OMX
940.780029296875,957.4500122070312,938.6599731445312,957.27001953125,108511600,^OMX
958.969970703125,959.1099853515625,951.47998046875,954.0999755859375,88961800,^OMX
957.47998046875,958.5999755859375,941.260009765625,942.0499877929688,104061600,^OMX
943.1500244140625,946.030029296875,936.25,944.3099975585938,106761800,^OMX
941.5900268554688,950.719970703125,935.8800048828125,940.510009765625,113517800,^OMX
946.1900024414062,948.9199829101562,939.2899780273438,947.3900146484375,105641000,^OMX
954.2000122070312,967.469970703125,953.5399780273438,966.3800048828125,102792800,^OMX
965.9299926757812,972.989990234375,961.5700073242188,971.6699829101562,95749000,^OMX
971.02001953125,981.5700073242188,970.1500244140625,981.1900024414062,105220300,^OMX
977.8699951171875,986.4199829101562,974.989990234375,984.3300170898438,108069000,^OMX
985.5499877929688,999.6500244140625,983.4099731445312,998.0700073242188,110847600,^OMX
1001.0399780273438,1005.739990234375,998.52001953125,1003.3900146484375,88458800,^OMX
1002.9199829101562,1005.969970703125,994.9299926757812,1000.5,103973800,^OMX
999.97998046875,1013.280029296875,996.4299926757812,1013.0399780273438,107634900,^OMX
1007.6099853515625,1013.2000122070312,1005.47998046875,1008.9299926757812,95053800,^OMX
1011.8400268554688,1022.47998046875,1009.0999755859375,1018.1500244140625,125933300,^OMX
1017.3400268554688,1019.3499755859375,1012.6400146484375,1013.510009765625,87452200,^OMX
1015.3300170898438,1021.75,1011.8300170898438,1020.0499877929688,96323600,^OMX
1024.02001953125,1028.530029296875,1023.030029296875,1025.5799560546875,112728900,^OMX
1021.760009765625,1023.97998046875,1016.489990234375,1018.1900024414062,100430200,^OMX
1021.1300048828125,1027.72998046875,1017.1400146484375,1020.260009765625,157625300,^OMX
1017.6199951171875,1027.3699951171875,1011.8300170898438,1021.4199829101562,127792500,^OMX
1023.0800170898438,1030.1700439453125,1021.9000244140625,1030.1300048828125,97378200,^OMX
1032.9100341796875,1033.1300048828125,1017.52001953125,1027.0799560546875,103062800,^OMX
1026.0899658203125,1036.300048828125,1024.9200439453125,1033.3399658203125,102987000,^OMX
1029.3399658203125,1029.72998046875,1022.3800048828125,1027.4200439453125,101598200,^OMX
1030.52001953125,1034.1500244140625,1024.300048828125,1026.699951171875,87957600,^OMX
1031.0,1031.52001953125,1022.0499877929688,1022.7899780273438,88118800,^OMX
1022.5900268554688,1024.6800537109375,1016.260009765625,1021.0800170898438,139055000,^OMX
1026.6700439453125,1037.0400390625,1025.68994140625,1036.9300537109375,69417600,^OMX
1038.97998046875,1046.25,1036.949951171875,1046.0,130584400,^OMX
1045.8699951171875,1046.5799560546875,1040.9300537109375,1042.780029296875,102663900,^OMX
1040.199951171875,1040.199951171875,1028.469970703125,1036.72998046875,117644500,^OMX
1042.8499755859375,1044.6800537109375,1040.8299560546875,1044.5799560546875,103158500,^OMX
1048.8599853515625,1049.5400390625,1044.9599609375,1048.27001953125,87313200,^OMX
1042.9000244140625,1048.0999755859375,1037.56005859375,1046.5,120120500,^OMX
1047.4200439453125,1052.280029296875,1043.3299560546875,1051.760009765625,120181100,^OMX
1052.530029296875,1053.6099853515625,1044.0,1053.25,119740600,^OMX
1057.1500244140625,1063.6099853515625,1046.3699951171875,1050.239990234375,170538800,^OMX
1044.43994140625,1049.1300048828125,1036.43994140625,1043.0400390625,0,^OMX
1050.1400146484375,1057.719970703125,1047.469970703125,1055.3399658203125,115554600,^OMX
1056.719970703125,1058.1800537109375,1042.22998046875,1042.47998046875,145102700,^OMX
1040.6800537109375,1049.6400146484375,1028.81005859375,1038.3399658203125,178620700,^OMX
1042.5899658203125,1068.2900390625,1039.25,1066.8199462890625,257531000,^OMX
1074.7900390625,1077.469970703125,1067.8199462890625,1067.9000244140625,153476300,^OMX
1070.1800537109375,1070.739990234375,1042.8199462890625,1042.8199462890625,180533000,^OMX
1039.5999755859375,1059.9000244140625,1032.7900390625,1042.8699951171875,229354900,^OMX
1047.030029296875,1061.77001953125,1042.06005859375,1061.77001953125,170908000,^OMX
1059.010009765625,1061.8399658203125,1049.8199462890625,1053.8800048828125,85378800,^OMX
1049.5400390625,1059.5799560546875,1044.6099853515625,1059.43994140625,86258800,^OMX
1062.6600341796875,1062.8800048828125,1027.5,1027.5,170743000,^OMX
1025.780029296875,1030.77001953125,1000.4099731445312,1000.7000122070312,200695800,^OMX
991.6099853515625,1010.4500122070312,973.2000122070312,977.25,237769800,^OMX
952.4099731445312,973.6099853515625,929.02001953125,944.5700073242188,328720600,^OMX
977.97998046875,1005.3400268554688,974.4400024414062,1005.3400268554688,229484000,^OMX
998.9500122070312,999.22998046875,983.5800170898438,993.0399780273438,155246000,^OMX
991.8200073242188,1011.1099853515625,984.2899780273438,1010.25,89761800,^OMX
1012.6199951171875,1013.5700073242188,983.739990234375,984.9099731445312,151613600,^OMX
976.9000244140625,1000.9000244140625,974.1699829101562,991.5800170898438,143434700,^OMX
1001.6599731445312,1003.8800048828125,994.5,1000.4099731445312,111014300,^OMX
991.0,991.2899780273438,967.1599731445312,969.0599975585938,163286400,^OMX
976.1199951171875,981.5999755859375,933.1599731445312,947.9299926757812,180079200,^OMX
948.219970703125,958.47998046875,934.02001953125,953.77001953125,186746600,^OMX
962.97998046875,963.8800048828125,939.6900024414062,953.5399780273438,113715500,^OMX
930.6500244140625,938.9000244140625,923.1300048828125,931.47998046875,188793000,^OMX
948.2999877929688,961.3499755859375,942.8200073242188,957.0499877929688,194486000,^OMX
962.8099975585938,979.0599975585938,959.1799926757812,978.5499877929688,122475800,^OMX
988.9199829101562,988.9199829101562,975.3900146484375,979.1199951171875,107075000,^OMX
979.4600219726562,985.3200073242188,977.8200073242188,980.6300048828125,46194800,^OMX
977.8499755859375,985.6300048828125,961.1599731445312,981.25,97137000,^OMX
976.3499755859375,991.219970703125,970.0599975585938,989.77001953125,103282600,^OMX
1001.1900024414062,1013.02001953125,1000.9299926757812,1005.9299926757812,109741200,^OMX
1009.6599731445312,1014.9400024414062,985.8800048828125,988.4600219726562,129427200,^OMX
975.219970703125,990.2899780273438,970.4400024414062,977.6300048828125,105021900,^OMX
980.239990234375,984.260009765625,963.5499877929688,972.0,110650000,^OMX
977.6599731445312,996.989990234375,972.219970703125,996.8400268554688,107474200,^OMX
993.4400024414062,1018.5800170898438,989.0599975585938,1017.739990234375,126505700,^OMX
1022.3900146484375,1022.3900146484375,1006.260009765625,1016.2899780273438,116659400,^OMX
1022.9299926757812,1033.010009765625,1022.9299926757812,1032.5999755859375,85744200,^OMX
1027.449951171875,1045.81005859375,1026.1400146484375,1045.2900390625,104394300,^OMX
1050.22998046875,1051.3299560546875,1032.6199951171875,1045.72998046875,113164600,^OMX
1040.9000244140625,1053.0999755859375,1038.6099853515625,1046.510009765625,108257000,^OMX
1049.4000244140625,1056.6500244140625,1047.469970703125,1054.5799560546875,119566000,^OMX
1066.0,1069.719970703125,1055.5899658203125,1060.510009765625,105529200,^OMX
1052.8399658203125,1065.9300537109375,1049.4000244140625,1059.3800048828125,100163300,^OMX
1049.949951171875,1064.510009765625,1044.6800537109375,1047.6700439453125,90809000,^OMX
1051.6400146484375,1053.489990234375,1019.8699951171875,1021.4299926757812,105200200,^OMX
1025.6700439453125,1028.4100341796875,1012.280029296875,1025.8900146484375,109299100,^OMX
1016.4000244140625,1016.739990234375,989.7999877929688,993.9199829101562,114474700,^OMX
1000.3699951171875,1009.3300170898438,991.1099853515625,1005.9299926757812,158180800,^OMX
992.780029296875,1005.47998046875,975.489990234375,981.5399780273438,130667000,^OMX
991.6500244140625,995.5900268554688,980.97998046875,983.2999877929688,98740600,^OMX
988.6900024414062,991.4000244140625,979.1099853515625,980.9400024414062,60922600,^OMX
987.4000244140625,1011.9199829101562,984.9000244140625,1009.4099731445312,94632200,^OMX
1004.6199951171875,1022.6500244140625,992.239990234375,1020.4299926757812,86655000,^OMX
1028.8299560546875,1029.280029296875,1007.0700073242188,1013.1599731445312,103181600,^OMX
1020.719970703125,1029.3499755859375,1016.260009765625,1028.1199951171875,79411800,^OMX
1031.8699951171875,1034.31005859375,1020.280029296875,1030.1800537109375,60956800,^OMX
1030.5,1061.0999755859375,1028.97998046875,1061.0999755859375,118749800,^OMX
1066.0999755859375,1067.5,1055.1600341796875,1063.739990234375,82696400,^OMX
1060.800048828125,1067.550048828125,1048.8699951171875,1055.52001953125,111834100,^OMX
1059.6199951171875,1062.31005859375,1032.969970703125,1034.68994140625,119907400,^OMX
1032.5400390625,1044.9200439453125,1024.6600341796875,1032.72998046875,95277400,^OMX
1037.8800048828125,1040.22998046875,1016.5399780273438,1027.3599853515625,115570700,^OMX
