Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00+01:00,11986.487470472193,12145.0869140625,11986.087080265723,12145.0869140625,184200,0.0,0.0
2010-01-05 00:00:00+01:00,12141.787174493644,12240.487267135813,12139.787176574093,12204.3876953125,238400,0.0,0.0
2010-01-06 00:00:00+01:00,12216.387701648066,12230.687491482591,12147.586991860322,12222.4873046875,123800,0.0,0.0
2010-01-07 00:00:00+01:00,12162.987308130785,12199.687465147299,12079.087005054318,12166.287109375,192400,0.0,0.0
2010-01-08 00:00:00+01:00,12217.98724728043,12232.187427771265,12079.887782048956,12162.9873046875,213200,0.0,0.0
2010-01-11 00:00:00+01:00,12192.48718062051,12233.88752771651,12066.086922894798,12074.4873046875,230800,0.0,0.0
2010-01-12 00:00:00+01:00,12094.388546226306,12134.1883119367,11941.087915108228,11966.087890625,186800,0.0,0.0
2010-01-13 00:00:00+01:00,11922.988315842676,12027.188409042328,11909.587938349629,11958.2880859375,181800,0.0,0.0
2010-01-14 00:00:00+01:00,12049.087842479857,12050.38862245954,11902.288181153932,11999.7880859375,153800,0.0,0.0
2010-01-15 00:00:00+01:00,12028.488099705835,12085.287848198932,11818.587916744002,11844.98828125,236400,0.0,0.0
2010-01-18 00:00:00+01:00,11888.48826367804,11897.688449908112,11788.788166789529,11870.6884765625,95600,0.0,0.0
2010-01-19 00:00:00+01:00,11850.388839722193,12049.188450634196,11772.488525028792,12022.587890625,202400,0.0,0.0
2010-01-20 00:00:00+01:00,11987.287807405957,12038.987950975212,11642.488347805374,11708.98828125,233600,0.0,0.0
2010-01-21 00:00:00+01:00,11771.787750267807,11788.787732859668,11414.087921243246,11443.98828125,288200,0.0,0.0
2010-01-22 00:00:00+01:00,11409.988243539055,11423.488229629133,11204.488455278995,11373.388671875,302600,0.0,0.0
2010-01-25 00:00:00+01:00,11275.388644685198,11383.28794634548,11223.68850323042,11249.2880859375,203600,0.0,0.0
2010-01-26 00:00:00+01:00,11158.788280607987,11385.488241799334,11140.3888855472,11347.2880859375,217400,0.0,0.0
2010-01-27 00:00:00+01:00,11199.489104786477,11203.889491130642,10997.689496415951,11042.189453125,328400,0.0,0.0
2010-01-28 00:00:00+01:00,11154.889325456088,11200.488889598288,10829.2890625,10829.2890625,287000,0.0,0.0
2010-01-29 00:00:00+01:00,10903.989300692347,11045.288966732553,10821.189577250314,10947.689453125,222400,0.0,0.0
2010-02-01 00:00:00+01:00,10852.38978795131,11033.689415510931,10839.389800652165,10995.189453125,202800,0.0,0.0
2010-02-02 00:00:00+01:00,11022.388796521287,11158.38865346732,10945.488486785302,11140.888671875,208600,0.0,0.0
2010-02-03 00:00:00+01:00,11189.58857003288,11201.58855819402,10867.789082823954,10888.3896484375,269200,0.0,0.0
2010-02-04 00:00:00+01:00,10882.288390595824,10920.088155636335,10220.689475151219,10241.689453125,503400,0.0,0.0
2010-02-05 00:00:00+01:00,10123.290019730945,10277.490065996964,9916.590024210258,10103.2900390625,537800,0.0,0.0
2010-02-08 00:00:00+01:00,10132.08894528362,10259.189397447044,9970.889896196697,10206.2890625,310600,0.0,0.0
2010-02-09 00:00:00+01:00,10160.78918230662,10339.189386426922,10084.889847591465,10275.3896484375,279600,0.0,0.0
2010-02-10 00:00:00+01:00,10383.088941062917,10543.08877666789,10358.889747176861,10454.9892578125,306800,0.0,0.0
2010-02-11 00:00:00+01:00,10554.488972794788,10557.389360389498,10162.689577454663,10281.689453125,263000,0.0,0.0
2010-02-12 00:00:00+01:00,10393.889470887634,10409.788868246354,10149.189532654938,10224.8896484375,183600,0.0,0.0
2010-02-15 00:00:00+01:00,10298.489252698553,10386.788965238205,10240.289118122573,10293.5888671875,110000,0.0,0.0
2010-02-16 00:00:00+01:00,10397.889644303465,10430.48921998648,10230.389817416188,10393.8896484375,151800,0.0,0.0
2010-02-17 00:00:00+01:00,10470.889676779394,10551.489203684718,10426.48933158496,10498.5888671875,198800,0.0,0.0
2010-02-18 00:00:00+01:00,10466.689562332802,10574.189453125,10417.889807220366,10574.189453125,197400,0.0,0.0
2010-02-19 00:00:00+01:00,10472.389853990411,10676.689453125,10403.989532185347,10676.689453125,244800,0.0,0.0
2010-02-22 00:00:00+01:00,10752.489072856431,10773.588660789119,10541.088897065416,10570.4892578125,150200,0.0,0.0
2010-02-23 00:00:00+01:00,10597.588570637328,10638.588527930653,10267.489305102737,10312.8896484375,212000,0.0,0.0
2010-02-24 00:00:00+01:00,10304.689400010995,10333.788978900968,10089.38982087361,10253.9892578125,221800,0.0,0.0
2010-02-25 00:00:00+01:00,10195.588793566447,10312.389450910552,10047.189536930651,10126.189453125,219800,0.0,0.0
2010-02-26 00:00:00+01:00,10243.389742203173,10345.18944106573,10118.38987214564,10333.5888671875,230200,0.0,0.0
2010-03-01 00:00:00+01:00,10434.68945333109,10504.88957637614,10287.589018825996,10434.8896484375,164800,0.0,0.0
2010-03-02 00:00:00+01:00,10441.7891438719,10532.889636797987,10339.289248521827,10521.4892578125,176200,0.0,0.0
2010-03-03 00:00:00+01:00,10485.089047894766,10679.48924270323,10411.789317041037,10664.4892578125,194800,0.0,0.0
2010-03-04 00:00:00+01:00,10595.589016844337,10814.588797907769,10577.089035338977,10745.2890625,231200,0.0,0.0
2010-03-05 00:00:00+01:00,10780.089100849134,11032.789049827497,10718.589160799818,11019.7890625,217400,0.0,0.0
2010-03-08 00:00:00+01:00,11103.088843140114,11123.789018380456,11031.68949831079,11078.2890625,170600,0.0,0.0
2010-03-09 00:00:00+01:00,11101.088771216024,11108.58876389367,10911.088956715685,11002.7890625,170600,0.0,0.0
2010-03-10 00:00:00+01:00,11018.288194157796,11120.98828125,10976.788237888408,11120.98828125,166400,0.0,0.0
2010-03-11 00:00:00+01:00,11076.189423170696,11127.989177480375,10988.289118033088,11045.3896484375,156000,0.0,0.0
2010-03-12 00:00:00+01:00,11078.889646594549,11181.288961352751,11049.389675202885,11076.9892578125,148400,0.0,0.0
2010-03-15 00:00:00+01:00,11069.889538542673,11078.28894437103,10932.189478220896,10957.7890625,145600,0.0,0.0
2010-03-16 00:00:00+01:00,11028.588897007405,11061.789060071686,10921.089001424969,11059.2890625,167000,0.0,0.0
2010-03-17 00:00:00+01:00,11127.988321967594,11189.98825690307,11090.388752050669,11166.7880859375,172200,0.0,0.0
2010-03-18 00:00:00+01:00,11119.588822467163,11156.38956801744,11021.289113138397,11073.4892578125,177400,0.0,0.0
2010-03-19 00:00:00+01:00,11132.389510039924,11141.389501243506,10929.588927003344,10990.7890625,277800,0.0,0.0
2010-03-22 00:00:00+01:00,10959.588770565058,10960.389551023103,10694.189618976912,10861.8896484375,212800,0.0,0.0
